"FSC.A","sample_type","diameter","replicate"
40088.0195,"beads",10,"FC-PT79"
40342.1992,"beads",10,"FC-PT79"
40295.3398,"beads",10,"FC-PT79"
40181.7383,"beads",10,"FC-PT79"
39496.5898,"beads",10,"FC-PT79"
40560.8789,"beads",10,"FC-PT79"
40896.707,"beads",10,"FC-PT79"
41260.9375,"beads",10,"FC-PT79"
40281.8477,"beads",10,"FC-PT79"
38838.418,"beads",10,"FC-PT79"
38097.8906,"beads",10,"FC-PT79"
40857.6602,"beads",10,"FC-PT79"
40194.5195,"beads",10,"FC-PT79"
39326.1875,"beads",10,"FC-PT79"
39662.0195,"beads",10,"FC-PT79"
41460.4492,"beads",10,"FC-PT79"
40196.6484,"beads",10,"FC-PT79"
38989.6484,"beads",10,"FC-PT79"
38708.4883,"beads",10,"FC-PT79"
39483.8086,"beads",10,"FC-PT79"
40893.8672,"beads",10,"FC-PT79"
40636.1406,"beads",10,"FC-PT79"
40936.4688,"beads",10,"FC-PT79"
41464.707,"beads",10,"FC-PT79"
40187.418,"beads",10,"FC-PT79"
39495.8789,"beads",10,"FC-PT79"
39414.9375,"beads",10,"FC-PT79"
40671.6406,"beads",10,"FC-PT79"
41157.2773,"beads",10,"FC-PT79"
35655.4883,"beads",10,"FC-PT79"
40886.7695,"beads",10,"FC-PT79"
41857.3398,"beads",10,"FC-PT79"
40700.0391,"beads",10,"FC-PT79"
41816.1602,"beads",10,"FC-PT79"
41280.8203,"beads",10,"FC-PT79"
38602.6992,"beads",10,"FC-PT79"
38582.8203,"beads",10,"FC-PT79"
40302.4375,"beads",10,"FC-PT79"
38922.1992,"beads",10,"FC-PT79"
39324.0586,"beads",10,"FC-PT79"
40737.668,"beads",10,"FC-PT79"
39608.0586,"beads",10,"FC-PT79"
41480.3281,"beads",10,"FC-PT79"
38102.1484,"beads",10,"FC-PT79"
41714.6289,"beads",10,"FC-PT79"
41933.3086,"beads",10,"FC-PT79"
39999.9805,"beads",10,"FC-PT79"
39206.1992,"beads",10,"FC-PT79"
39583.207,"beads",10,"FC-PT79"
39211.8789,"beads",10,"FC-PT79"
40163.2773,"beads",10,"FC-PT79"
39545.5781,"beads",10,"FC-PT79"
41679.8398,"beads",10,"FC-PT79"
41024.5078,"beads",10,"FC-PT79"
39817.5078,"beads",10,"FC-PT79"
41341.8789,"beads",10,"FC-PT79"
42113.6484,"beads",10,"FC-PT79"
39740.8281,"beads",10,"FC-PT79"
40301.7305,"beads",10,"FC-PT79"
39004.5586,"beads",10,"FC-PT79"
41181.418,"beads",10,"FC-PT79"
39400.7383,"beads",10,"FC-PT79"
41768.5898,"beads",10,"FC-PT79"
40037.6094,"beads",10,"FC-PT79"
40245.6406,"beads",10,"FC-PT79"
40046.8398,"beads",10,"FC-PT79"
39898.4492,"beads",10,"FC-PT79"
39888.5078,"beads",10,"FC-PT79"
39250.2188,"beads",10,"FC-PT79"
39963.7695,"beads",10,"FC-PT79"
41124.6172,"beads",10,"FC-PT79"
39659.1797,"beads",10,"FC-PT79"
39571.1406,"beads",10,"FC-PT79"
38562.2305,"beads",10,"FC-PT79"
40196.6484,"beads",10,"FC-PT79"
39543.4492,"beads",10,"FC-PT79"
38569.3281,"beads",10,"FC-PT79"
38603.4102,"beads",10,"FC-PT79"
38954.1484,"beads",10,"FC-PT79"
41097.6406,"beads",10,"FC-PT79"
41606,"beads",10,"FC-PT79"
41000.3672,"beads",10,"FC-PT79"
40372.7305,"beads",10,"FC-PT79"
39287.8477,"beads",10,"FC-PT79"
40071.6875,"beads",10,"FC-PT79"
40285.3984,"beads",10,"FC-PT79"
41096.9297,"beads",10,"FC-PT79"
39180.6406,"beads",10,"FC-PT79"
39702.4883,"beads",10,"FC-PT79"
39637.168,"beads",10,"FC-PT79"
40342.1992,"beads",10,"FC-PT79"
39027.9883,"beads",10,"FC-PT79"
41688.3594,"beads",10,"FC-PT79"
40007.7891,"beads",10,"FC-PT79"
39098.9883,"beads",10,"FC-PT79"
40470.707,"beads",10,"FC-PT79"
40274.75,"beads",10,"FC-PT79"
40820.0273,"beads",10,"FC-PT79"
39221.1094,"beads",10,"FC-PT79"
40555.1992,"beads",10,"FC-PT79"
41730.25,"beads",10,"FC-PT79"
39559.7773,"beads",10,"FC-PT79"
40207.2969,"beads",10,"FC-PT79"
41426.3672,"beads",10,"FC-PT79"
39025.8594,"beads",10,"FC-PT79"
38543.7695,"beads",10,"FC-PT79"
38992.4883,"beads",10,"FC-PT79"
39779.8789,"beads",10,"FC-PT79"
41083.4375,"beads",10,"FC-PT79"
42364.2773,"beads",10,"FC-PT79"
38333.6094,"beads",10,"FC-PT79"
39698.2305,"beads",10,"FC-PT79"
39554.0977,"beads",10,"FC-PT79"
40086.5977,"beads",10,"FC-PT79"
41295.0195,"beads",10,"FC-PT79"
40882.5078,"beads",10,"FC-PT79"
38257.6406,"beads",10,"FC-PT79"
40093.6992,"beads",10,"FC-PT79"
40372.7305,"beads",10,"FC-PT79"
40781.6875,"beads",10,"FC-PT79"
37997.0703,"beads",10,"FC-PT79"
39201.9375,"beads",10,"FC-PT79"
40676.6094,"beads",10,"FC-PT79"
38883.8594,"beads",10,"FC-PT79"
39253.7695,"beads",10,"FC-PT79"
39898.4492,"beads",10,"FC-PT79"
40421.7188,"beads",10,"FC-PT79"
40872.5703,"beads",10,"FC-PT79"
40980.4883,"beads",10,"FC-PT79"
40491.2969,"beads",10,"FC-PT79"
39036.5078,"beads",10,"FC-PT79"
39865.0781,"beads",10,"FC-PT79"
40260.5469,"beads",10,"FC-PT79"
41409.3281,"beads",10,"FC-PT79"
40514.0195,"beads",10,"FC-PT79"
40541.707,"beads",10,"FC-PT79"
39756.4492,"beads",10,"FC-PT79"
39566.168,"beads",10,"FC-PT79"
39040.7695,"beads",10,"FC-PT79"
41275.8477,"beads",10,"FC-PT79"
40458.6406,"beads",10,"FC-PT79"
40739.0898,"beads",10,"FC-PT79"
40603.4805,"beads",10,"FC-PT79"
40917.2969,"beads",10,"FC-PT79"
41186.3906,"beads",10,"FC-PT79"
41277.9805,"beads",10,"FC-PT79"
39906.2578,"beads",10,"FC-PT79"
39692.5469,"beads",10,"FC-PT79"
40116.418,"beads",10,"FC-PT79"
40640.3984,"beads",10,"FC-PT79"
39584.6289,"beads",10,"FC-PT79"
41214.0781,"beads",10,"FC-PT79"
39616.5781,"beads",10,"FC-PT79"
40639.6875,"beads",10,"FC-PT79"
39836.6797,"beads",10,"FC-PT79"
39845.1992,"beads",10,"FC-PT79"
39216.8477,"beads",10,"FC-PT79"
40075.9492,"beads",10,"FC-PT79"
40823.5781,"beads",10,"FC-PT79"
39212.5898,"beads",10,"FC-PT79"
39500.1406,"beads",10,"FC-PT79"
38937.8203,"beads",10,"FC-PT79"
39750.7695,"beads",10,"FC-PT79"
41292.1797,"beads",10,"FC-PT79"
38593.4688,"beads",10,"FC-PT79"
38249.1172,"beads",10,"FC-PT79"
38802.207,"beads",10,"FC-PT79"
38951.3086,"beads",10,"FC-PT79"
42062.5273,"beads",10,"FC-PT79"
39746.5078,"beads",10,"FC-PT79"
40595.668,"beads",10,"FC-PT79"
41217.6289,"beads",10,"FC-PT79"
38409.5781,"beads",10,"FC-PT79"
42026.3203,"beads",10,"FC-PT79"
38934.9805,"beads",10,"FC-PT79"
40925.8203,"beads",10,"FC-PT79"
39469.6094,"beads",10,"FC-PT79"
40638.2695,"beads",10,"FC-PT79"
39760.707,"beads",10,"FC-PT79"
39821.7695,"beads",10,"FC-PT79"
40397.5781,"beads",10,"FC-PT79"
41725.9883,"beads",10,"FC-PT79"
40369.8906,"beads",10,"FC-PT79"
40115.707,"beads",10,"FC-PT79"
39250.9297,"beads",10,"FC-PT79"
38824.2188,"beads",10,"FC-PT79"
43427.1484,"beads",10,"FC-PT79"
40800.8594,"beads",10,"FC-PT79"
39660.5977,"beads",10,"FC-PT79"
41187.8086,"beads",10,"FC-PT79"
40626.1992,"beads",10,"FC-PT79"
39755.7383,"beads",10,"FC-PT79"
39671.957,"beads",10,"FC-PT79"
39025.1484,"beads",10,"FC-PT79"
40455.0898,"beads",10,"FC-PT79"
40521.8281,"beads",10,"FC-PT79"
40592.1172,"beads",10,"FC-PT79"
39938.207,"beads",10,"FC-PT79"
41606.707,"beads",10,"FC-PT79"
39971.5781,"beads",10,"FC-PT79"
41176.4492,"beads",10,"FC-PT79"
40559.457,"beads",10,"FC-PT79"
39317.668,"beads",10,"FC-PT79"
40414.6172,"beads",10,"FC-PT79"
40940.7305,"beads",10,"FC-PT79"
40545.2578,"beads",10,"FC-PT79"
39618,"beads",10,"FC-PT79"
41909.168,"beads",10,"FC-PT79"
40229.3086,"beads",10,"FC-PT79"
39564.75,"beads",10,"FC-PT79"
40619.0977,"beads",10,"FC-PT79"
41331.9375,"beads",10,"FC-PT79"
40319.4805,"beads",10,"FC-PT79"
40291.7891,"beads",10,"FC-PT79"
40495.5586,"beads",10,"FC-PT79"
41314.1875,"beads",10,"FC-PT79"
40097.957,"beads",10,"FC-PT79"
41217.6289,"beads",10,"FC-PT79"
40489.168,"beads",10,"FC-PT79"
38859.7188,"beads",10,"FC-PT79"
41400.8086,"beads",10,"FC-PT79"
41233.25,"beads",10,"FC-PT79"
40388.3477,"beads",10,"FC-PT79"
40420.2969,"beads",10,"FC-PT79"
40118.5469,"beads",10,"FC-PT79"
39693.9688,"beads",10,"FC-PT79"
39231.7578,"beads",10,"FC-PT79"
39307.7305,"beads",10,"FC-PT79"
40021.2773,"beads",10,"FC-PT79"
40013.4688,"beads",10,"FC-PT79"
39500.1406,"beads",10,"FC-PT79"
39802.5977,"beads",10,"FC-PT79"
39843.7773,"beads",10,"FC-PT79"
40220.7891,"beads",10,"FC-PT79"
39222.5273,"beads",10,"FC-PT79"
40861.207,"beads",10,"FC-PT79"
41473.2305,"beads",10,"FC-PT79"
40690.8086,"beads",10,"FC-PT79"
38796.5273,"beads",10,"FC-PT79"
39640.0078,"beads",10,"FC-PT79"
39262.2891,"beads",10,"FC-PT79"
37895.5391,"beads",10,"FC-PT79"
39067.0391,"beads",10,"FC-PT79"
40430.2383,"beads",10,"FC-PT79"
39409.9688,"beads",10,"FC-PT79"
39096.8594,"beads",10,"FC-PT79"
39348.1992,"beads",10,"FC-PT79"
39385.1172,"beads",10,"FC-PT79"
42014.25,"beads",10,"FC-PT79"
40168.957,"beads",10,"FC-PT79"
41145.207,"beads",10,"FC-PT79"
39470.3203,"beads",10,"FC-PT79"
41113.9688,"beads",10,"FC-PT79"
41816.1602,"beads",10,"FC-PT79"
39599.5391,"beads",10,"FC-PT79"
39593.1484,"beads",10,"FC-PT79"
38671.5703,"beads",10,"FC-PT79"
39578.2383,"beads",10,"FC-PT79"
39439.0781,"beads",10,"FC-PT79"
39720.9492,"beads",10,"FC-PT79"
39157.207,"beads",10,"FC-PT79"
39114.6094,"beads",10,"FC-PT79"
41583.9883,"beads",10,"FC-PT79"
39531.3789,"beads",10,"FC-PT79"
40533.1875,"beads",10,"FC-PT79"
41051.4883,"beads",10,"FC-PT79"
40658.8594,"beads",10,"FC-PT79"
40137.0078,"beads",10,"FC-PT79"
39659.1797,"beads",10,"FC-PT79"
39300.6289,"beads",10,"FC-PT79"
39689,"beads",10,"FC-PT79"
40810.7969,"beads",10,"FC-PT79"
38315.1484,"beads",10,"FC-PT79"
39040.7695,"beads",10,"FC-PT79"
40255.5781,"beads",10,"FC-PT79"
40918.7188,"beads",10,"FC-PT79"
39755.0273,"beads",10,"FC-PT79"
39238.8594,"beads",10,"FC-PT79"
40901.6797,"beads",10,"FC-PT79"
41503.0469,"beads",10,"FC-PT79"
41441.2773,"beads",10,"FC-PT79"
42710.0469,"beads",10,"FC-PT79"
38778.0703,"beads",10,"FC-PT79"
40732.6992,"beads",10,"FC-PT79"
41050.7773,"beads",10,"FC-PT79"
41025.2188,"beads",10,"FC-PT79"
40761.0977,"beads",10,"FC-PT79"
40645.3672,"beads",10,"FC-PT79"
38170.3086,"beads",10,"FC-PT79"
40367.7578,"beads",10,"FC-PT79"
40467.1602,"beads",10,"FC-PT79"
41797.6992,"beads",10,"FC-PT79"
41111.8398,"beads",10,"FC-PT79"
40431.6602,"beads",10,"FC-PT79"
39718.8203,"beads",10,"FC-PT79"
38649.5586,"beads",10,"FC-PT79"
41559.8477,"beads",10,"FC-PT79"
39130.2305,"beads",10,"FC-PT79"
40190.9688,"beads",10,"FC-PT79"
41669.8984,"beads",10,"FC-PT79"
39130.9375,"beads",10,"FC-PT79"
39905.5469,"beads",10,"FC-PT79"
41520.0898,"beads",10,"FC-PT79"
41472.5195,"beads",10,"FC-PT79"
40367.0469,"beads",10,"FC-PT79"
41364.5977,"beads",10,"FC-PT79"
40260.5469,"beads",10,"FC-PT79"
39923.2969,"beads",10,"FC-PT79"
42127.1406,"beads",10,"FC-PT79"
39826.7383,"beads",10,"FC-PT79"
37347.418,"beads",10,"FC-PT79"
38502.5898,"beads",10,"FC-PT79"
39512.918,"beads",10,"FC-PT79"
40166.1172,"beads",10,"FC-PT79"
39545.5781,"beads",10,"FC-PT79"
40168.25,"beads",10,"FC-PT79"
38493.3594,"beads",10,"FC-PT79"
40437.3398,"beads",10,"FC-PT79"
41262.3594,"beads",10,"FC-PT79"
38134.0977,"beads",10,"FC-PT79"
38232.7891,"beads",10,"FC-PT79"
38518.918,"beads",10,"FC-PT79"
40503.3672,"beads",10,"FC-PT79"
39520.0195,"beads",10,"FC-PT79"
38462.1172,"beads",10,"FC-PT79"
39378.0195,"beads",10,"FC-PT79"
41508.7305,"beads",10,"FC-PT79"
40224.3398,"beads",10,"FC-PT79"
40670.9297,"beads",10,"FC-PT79"
40475.6797,"beads",10,"FC-PT79"
39775.6172,"beads",10,"FC-PT79"
40450.1172,"beads",10,"FC-PT79"
40218.6602,"beads",10,"FC-PT79"
40991.1406,"beads",10,"FC-PT79"
41427.7891,"beads",10,"FC-PT79"
40785.2383,"beads",10,"FC-PT79"
38139.0703,"beads",10,"FC-PT79"
40729.8594,"beads",10,"FC-PT79"
40181.7383,"beads",10,"FC-PT79"
40456.5078,"beads",10,"FC-PT79"
39349.6172,"beads",10,"FC-PT79"
39229.6289,"beads",10,"FC-PT79"
40760.3906,"beads",10,"FC-PT79"
41184.2578,"beads",10,"FC-PT79"
41022.3789,"beads",10,"FC-PT79"
40751.8672,"beads",10,"FC-PT79"
40642.5273,"beads",10,"FC-PT79"
40623.3594,"beads",10,"FC-PT79"
40427.3984,"beads",10,"FC-PT79"
40378.4102,"beads",10,"FC-PT79"
38965.5078,"beads",10,"FC-PT79"
40759.6797,"beads",10,"FC-PT79"
41138.1094,"beads",10,"FC-PT79"
39612.3203,"beads",10,"FC-PT79"
40973.3906,"beads",10,"FC-PT79"
41683.3906,"beads",10,"FC-PT79"
41288.6289,"beads",10,"FC-PT79"
42881.8672,"beads",10,"FC-PT79"
41319.8672,"beads",10,"FC-PT79"
37884.1797,"beads",10,"FC-PT79"
40903.0977,"beads",10,"FC-PT79"
40146.2383,"beads",10,"FC-PT79"
40410.3594,"beads",10,"FC-PT79"
40875.4102,"beads",10,"FC-PT79"
39348.9102,"beads",10,"FC-PT79"
39187.0273,"beads",10,"FC-PT79"
41364.5977,"beads",10,"FC-PT79"
39990.0391,"beads",10,"FC-PT79"
39504.3984,"beads",10,"FC-PT79"
41961.707,"beads",10,"FC-PT79"
41701.1406,"beads",10,"FC-PT79"
40018.4375,"beads",10,"FC-PT79"
40606.3203,"beads",10,"FC-PT79"
40970.5469,"beads",10,"FC-PT79"
39900.5781,"beads",10,"FC-PT79"
40640.3984,"beads",10,"FC-PT79"
39507.2383,"beads",10,"FC-PT79"
40269.7773,"beads",10,"FC-PT79"
41598.1875,"beads",10,"FC-PT79"
39118.1602,"beads",10,"FC-PT79"
39522.1484,"beads",10,"FC-PT79"
40052.5195,"beads",10,"FC-PT79"
40523.25,"beads",10,"FC-PT79"
40348.5898,"beads",10,"FC-PT79"
38589.918,"beads",10,"FC-PT79"
39448.3086,"beads",10,"FC-PT79"
39699.6484,"beads",10,"FC-PT79"
39351.0391,"beads",10,"FC-PT79"
39104.668,"beads",10,"FC-PT79"
38737.5977,"beads",10,"FC-PT79"
42163.3477,"beads",10,"FC-PT79"
41086.9883,"beads",10,"FC-PT79"
39897.7383,"beads",10,"FC-PT79"
41105.4492,"beads",10,"FC-PT79"
39580.3672,"beads",10,"FC-PT79"
40677.3203,"beads",10,"FC-PT79"
38490.5195,"beads",10,"FC-PT79"
42232.2188,"beads",10,"FC-PT79"
40103.6406,"beads",10,"FC-PT79"
40481.3594,"beads",10,"FC-PT79"
40052.5195,"beads",10,"FC-PT79"
40273.3281,"beads",10,"FC-PT79"
40455.0898,"beads",10,"FC-PT79"
39200.5195,"beads",10,"FC-PT79"
40680.8672,"beads",10,"FC-PT79"
40648.207,"beads",10,"FC-PT79"
40348.5898,"beads",10,"FC-PT79"
39921.8789,"beads",10,"FC-PT79"
41186.3906,"beads",10,"FC-PT79"
39909.0977,"beads",10,"FC-PT79"
40032.6406,"beads",10,"FC-PT79"
41997.207,"beads",10,"FC-PT79"
41096.2188,"beads",10,"FC-PT79"
41197.75,"beads",10,"FC-PT79"
39199.0977,"beads",10,"FC-PT79"
39921.168,"beads",10,"FC-PT79"
41032.3203,"beads",10,"FC-PT79"
39745.0898,"beads",10,"FC-PT79"
39593.8594,"beads",10,"FC-PT79"
40918.0078,"beads",10,"FC-PT79"
40154.0469,"beads",10,"FC-PT79"
39270.0977,"beads",10,"FC-PT79"
40394.7383,"beads",10,"FC-PT79"
41025.9297,"beads",10,"FC-PT79"
39577.5273,"beads",10,"FC-PT79"
41273.7188,"beads",10,"FC-PT79"
39701.0703,"beads",10,"FC-PT79"
40588.5703,"beads",10,"FC-PT79"
39855.8477,"beads",10,"FC-PT79"
40412.4883,"beads",10,"FC-PT79"
40018.4375,"beads",10,"FC-PT79"
41172.1875,"beads",10,"FC-PT79"
40898.8398,"beads",10,"FC-PT79"
40003.5273,"beads",10,"FC-PT79"
40166.8281,"beads",10,"FC-PT79"
40949.25,"beads",10,"FC-PT79"
41596.7695,"beads",10,"FC-PT79"
41194.9102,"beads",10,"FC-PT79"
42036.9688,"beads",10,"FC-PT79"
41184.9688,"beads",10,"FC-PT79"
40914.457,"beads",10,"FC-PT79"
40511.1797,"beads",10,"FC-PT79"
40574.3672,"beads",10,"FC-PT79"
41218.3398,"beads",10,"FC-PT79"
39946.0195,"beads",10,"FC-PT79"
41060.7188,"beads",10,"FC-PT79"
41106.8672,"beads",10,"FC-PT79"
39854.4297,"beads",10,"FC-PT79"
40751.8672,"beads",10,"FC-PT79"
40089.4375,"beads",10,"FC-PT79"
38741.1484,"beads",10,"FC-PT79"
40692.2305,"beads",10,"FC-PT79"
39913.3594,"beads",10,"FC-PT79"
40981.1992,"beads",10,"FC-PT79"
38783.0391,"beads",10,"FC-PT79"
40440.8906,"beads",10,"FC-PT79"
41193.4883,"beads",10,"FC-PT79"
40536.0273,"beads",10,"FC-PT79"
39647.1094,"beads",10,"FC-PT79"
42157.668,"beads",10,"FC-PT79"
40573.6602,"beads",10,"FC-PT79"
40805.1172,"beads",10,"FC-PT79"
40050.3906,"beads",10,"FC-PT79"
41137.3984,"beads",10,"FC-PT79"
41196.3281,"beads",10,"FC-PT79"
39283.5898,"beads",10,"FC-PT79"
40123.5195,"beads",10,"FC-PT79"
40051.8086,"beads",10,"FC-PT79"
41924.7891,"beads",10,"FC-PT79"
40687.9688,"beads",10,"FC-PT79"
42164.7695,"beads",10,"FC-PT79"
40462.1875,"beads",10,"FC-PT79"
40489.8789,"beads",10,"FC-PT79"
40646.7891,"beads",10,"FC-PT79"
40687.9688,"beads",10,"FC-PT79"
41136.6875,"beads",10,"FC-PT79"
39226.0781,"beads",10,"FC-PT79"
39327.6094,"beads",10,"FC-PT79"
40063.168,"beads",10,"FC-PT79"
40423.8477,"beads",10,"FC-PT79"
40146.2383,"beads",10,"FC-PT79"
38976.1602,"beads",10,"FC-PT79"
40949.957,"beads",10,"FC-PT79"
40026.25,"beads",10,"FC-PT79"
39667.6992,"beads",10,"FC-PT79"
40693.6484,"beads",10,"FC-PT79"
38384.7305,"beads",10,"FC-PT79"
40153.3398,"beads",10,"FC-PT79"
40083.0469,"beads",10,"FC-PT79"
41387.3203,"beads",10,"FC-PT79"
39555.5195,"beads",10,"FC-PT79"
38179.5391,"beads",10,"FC-PT79"
40131.3281,"beads",10,"FC-PT79"
39480.9688,"beads",10,"FC-PT79"
41102.6094,"beads",10,"FC-PT79"
40792.3398,"beads",10,"FC-PT79"
40560.168,"beads",10,"FC-PT79"
40086.5977,"beads",10,"FC-PT79"
40604.8984,"beads",10,"FC-PT79"
41422.8203,"beads",10,"FC-PT79"
40422.4297,"beads",10,"FC-PT79"
40001.3984,"beads",10,"FC-PT79"
40041.1602,"beads",10,"FC-PT79"
42001.4688,"beads",10,"FC-PT79"
40722.0469,"beads",10,"FC-PT79"
38585.6602,"beads",10,"FC-PT79"
41110.418,"beads",10,"FC-PT79"
41417.8477,"beads",10,"FC-PT79"
40039.7383,"beads",10,"FC-PT79"
42365.6992,"beads",10,"FC-PT79"
39622.2578,"beads",10,"FC-PT79"
38398.9297,"beads",10,"FC-PT79"
38206.5195,"beads",10,"FC-PT79"
41001.0781,"beads",10,"FC-PT79"
40427.3984,"beads",10,"FC-PT79"
39962.3477,"beads",10,"FC-PT79"
41520.0898,"beads",10,"FC-PT79"
32154.4785,"beads",10,"FC-PT79"
39800.4688,"beads",10,"FC-PT79"
40203.75,"beads",10,"FC-PT79"
39641.4297,"beads",10,"FC-PT79"
40332.9688,"beads",10,"FC-PT79"
41808.3477,"beads",10,"FC-PT79"
38283.9102,"beads",10,"FC-PT79"
40296.0469,"beads",10,"FC-PT79"
38687.1875,"beads",10,"FC-PT79"
39476,"beads",10,"FC-PT79"
39583.207,"beads",10,"FC-PT79"
41047.2305,"beads",10,"FC-PT79"
40746.1875,"beads",10,"FC-PT79"
39681.1875,"beads",10,"FC-PT79"
40861.207,"beads",10,"FC-PT79"
40059.6172,"beads",10,"FC-PT79"
39775.6172,"beads",10,"FC-PT79"
40169.668,"beads",10,"FC-PT79"
39840.2305,"beads",10,"FC-PT79"
40140.5586,"beads",10,"FC-PT79"
40662.4102,"beads",10,"FC-PT79"
41354.6602,"beads",10,"FC-PT79"
38885.9883,"beads",10,"FC-PT79"
39493.0391,"beads",10,"FC-PT79"
39882.1172,"beads",10,"FC-PT79"
40061.0391,"beads",10,"FC-PT79"
38620.4492,"beads",10,"FC-PT79"
39342.5195,"beads",10,"FC-PT79"
38813.5703,"beads",10,"FC-PT79"
39907.6797,"beads",10,"FC-PT79"
39838.8086,"beads",10,"FC-PT79"
39870.0469,"beads",10,"FC-PT79"
39922.5898,"beads",10,"FC-PT79"
39580.3672,"beads",10,"FC-PT79"
39973.707,"beads",10,"FC-PT79"
40059.6172,"beads",10,"FC-PT79"
41179.2891,"beads",10,"FC-PT79"
42121.457,"beads",10,"FC-PT79"
41092.668,"beads",10,"FC-PT79"
39315.5391,"beads",10,"FC-PT79"
39345.3594,"beads",10,"FC-PT79"
41614.5195,"beads",10,"FC-PT79"
39711.0078,"beads",10,"FC-PT79"
41466.8398,"beads",10,"FC-PT79"
40722.0469,"beads",10,"FC-PT79"
41870.8281,"beads",10,"FC-PT79"
40154.7578,"beads",10,"FC-PT79"
40754,"beads",10,"FC-PT79"
39752.1875,"beads",10,"FC-PT79"
39435.5273,"beads",10,"FC-PT79"
40724.1797,"beads",10,"FC-PT79"
38612.6406,"beads",10,"FC-PT79"
39343.9375,"beads",10,"FC-PT79"
39431.9805,"beads",10,"FC-PT79"
41517.25,"beads",10,"FC-PT79"
41050.7773,"beads",10,"FC-PT79"
39373.7578,"beads",10,"FC-PT79"
38625.418,"beads",10,"FC-PT79"
39893.4805,"beads",10,"FC-PT79"
38560.0977,"beads",10,"FC-PT79"
39381.5703,"beads",10,"FC-PT79"
39209.75,"beads",10,"FC-PT79"
39127.3906,"beads",10,"FC-PT79"
39402.8672,"beads",10,"FC-PT79"
40340.7773,"beads",10,"FC-PT79"
37736.5,"beads",10,"FC-PT79"
38357.75,"beads",10,"FC-PT79"
40492.7188,"beads",10,"FC-PT79"
39077.6875,"beads",10,"FC-PT79"
38413.8398,"beads",10,"FC-PT79"
39004.5586,"beads",10,"FC-PT79"
38939.2383,"beads",10,"FC-PT79"
41477.4883,"beads",10,"FC-PT79"
40678.0273,"beads",10,"FC-PT79"
42179.6797,"beads",10,"FC-PT79"
40842.0391,"beads",10,"FC-PT79"
40981.9102,"beads",10,"FC-PT79"
41049.3594,"beads",10,"FC-PT79"
39955.957,"beads",10,"FC-PT79"
41353.9492,"beads",10,"FC-PT79"
38998.168,"beads",10,"FC-PT79"
41414.2969,"beads",10,"FC-PT79"
39395.0586,"beads",10,"FC-PT79"
40948.5391,"beads",10,"FC-PT79"
40100.7969,"beads",10,"FC-PT79"
39178.5078,"beads",10,"FC-PT79"
40355.6875,"beads",10,"FC-PT79"
40415.3281,"beads",10,"FC-PT79"
40598.5078,"beads",10,"FC-PT79"
41211.2383,"beads",10,"FC-PT79"
40976.9375,"beads",10,"FC-PT79"
40093.6992,"beads",10,"FC-PT79"
39040.7695,"beads",10,"FC-PT79"
40116.418,"beads",10,"FC-PT79"
40854.8203,"beads",10,"FC-PT79"
40172.5078,"beads",10,"FC-PT79"
39032.957,"beads",10,"FC-PT79"
40226.4688,"beads",10,"FC-PT79"
39459.668,"beads",10,"FC-PT79"
41235.3789,"beads",10,"FC-PT79"
40962.0273,"beads",10,"FC-PT79"
40190.9688,"beads",10,"FC-PT79"
38780.9102,"beads",10,"FC-PT79"
40534.6094,"beads",10,"FC-PT79"
39868.6289,"beads",10,"FC-PT79"
40343.6172,"beads",10,"FC-PT79"
40496.9805,"beads",10,"FC-PT79"
38770.2578,"beads",10,"FC-PT79"
38099.3086,"beads",10,"FC-PT79"
40830.6797,"beads",10,"FC-PT79"
41517.25,"beads",10,"FC-PT79"
40408.2305,"beads",10,"FC-PT79"
39691.8398,"beads",10,"FC-PT79"
39724.5,"beads",10,"FC-PT79"
39856.5586,"beads",10,"FC-PT79"
40347.8789,"beads",10,"FC-PT79"
39580.3672,"beads",10,"FC-PT79"
39765.6797,"beads",10,"FC-PT79"
38888.1172,"beads",10,"FC-PT79"
38834.8672,"beads",10,"FC-PT79"
40363.5,"beads",10,"FC-PT79"
39014.5,"beads",10,"FC-PT79"
40425.9805,"beads",10,"FC-PT79"
40532.4805,"beads",10,"FC-PT79"
40748.3203,"beads",10,"FC-PT79"
38812.1484,"beads",10,"FC-PT79"
38766.707,"beads",10,"FC-PT79"
39208.3281,"beads",10,"FC-PT79"
38306.6289,"beads",10,"FC-PT79"
40827.1289,"beads",10,"FC-PT79"
38504.0078,"beads",10,"FC-PT79"
39189.1602,"beads",10,"FC-PT79"
39137.3281,"beads",10,"FC-PT79"
39547,"beads",10,"FC-PT79"
38445.0781,"beads",10,"FC-PT79"
40869.0195,"beads",10,"FC-PT79"
41138.8203,"beads",10,"FC-PT79"
41742.3203,"beads",10,"FC-PT79"
40905.9375,"beads",10,"FC-PT79"
41183.5469,"beads",10,"FC-PT79"
39694.6797,"beads",10,"FC-PT79"
38367.6875,"beads",10,"FC-PT79"
40605.6094,"beads",10,"FC-PT79"
40391.1875,"beads",10,"FC-PT79"
38977.5781,"beads",10,"FC-PT79"
40692.2305,"beads",10,"FC-PT79"
38898.7695,"beads",10,"FC-PT79"
39572.5586,"beads",10,"FC-PT79"
40704.2969,"beads",10,"FC-PT79"
39111.7695,"beads",10,"FC-PT79"
39010.9492,"beads",10,"FC-PT79"
41880.7695,"beads",10,"FC-PT79"
42042.6484,"beads",10,"FC-PT79"
