"FSC.A","sample_type","diameter","replicate"
2792.4299,"beads",2,"FC-PT79"
2805.9199,"beads",2,"FC-PT79"
1599.63,"beads",2,"FC-PT79"
1001.1,"beads",2,"FC-PT79"
4813.7998,"beads",2,"FC-PT79"
1951.08,"beads",2,"FC-PT79"
1208.4199,"beads",2,"FC-PT79"
3281.6199,"beads",2,"FC-PT79"
1268.0599,"beads",2,"FC-PT79"
1108.3099,"beads",2,"FC-PT79"
2260.6399,"beads",2,"FC-PT79"
1464.0199,"beads",2,"FC-PT79"
2698.71,"beads",2,"FC-PT79"
1706.13,"beads",2,"FC-PT79"
1145.9399,"beads",2,"FC-PT79"
1188.5399,"beads",2,"FC-PT79"
1062.1599,"beads",2,"FC-PT79"
1504.49,"beads",2,"FC-PT79"
1205.58,"beads",2,"FC-PT79"
1908.48,"beads",2,"FC-PT79"
1094.11,"beads",2,"FC-PT79"
1565.5499,"beads",2,"FC-PT79"
1344.0299,"beads",2,"FC-PT79"
3034.5398,"beads",2,"FC-PT79"
1148.7799,"beads",2,"FC-PT79"
1309.24,"beads",2,"FC-PT79"
3104.8298,"beads",2,"FC-PT79"
1451.24,"beads",2,"FC-PT79"
1204.87,"beads",2,"FC-PT79"
2577.2998,"beads",2,"FC-PT79"
1414.3199,"beads",2,"FC-PT79"
1080.62,"beads",2,"FC-PT79"
1225.46,"beads",2,"FC-PT79"
2291.8799,"beads",2,"FC-PT79"
3133.9399,"beads",2,"FC-PT79"
3292.27,"beads",2,"FC-PT79"
1312.7899,"beads",2,"FC-PT79"
1010.33,"beads",2,"FC-PT79"
1141.6799,"beads",2,"FC-PT79"
1018.14,"beads",2,"FC-PT79"
1074.9399,"beads",2,"FC-PT79"
1227.59,"beads",2,"FC-PT79"
1412.8999,"beads",2,"FC-PT79"
1066.4199,"beads",2,"FC-PT79"
1254.5699,"beads",2,"FC-PT79"
1571.23,"beads",2,"FC-PT79"
1349.71,"beads",2,"FC-PT79"
3138.2,"beads",2,"FC-PT79"
1547.7999,"beads",2,"FC-PT79"
3355.46,"beads",2,"FC-PT79"
1189.25,"beads",2,"FC-PT79"
3187.8999,"beads",2,"FC-PT79"
1025.95,"beads",2,"FC-PT79"
1031.63,"beads",2,"FC-PT79"
1165.11,"beads",2,"FC-PT79"
1047.25,"beads",2,"FC-PT79"
3296.5298,"beads",2,"FC-PT79"
2756.22,"beads",2,"FC-PT79"
2920.23,"beads",2,"FC-PT79"
2812.3098,"beads",2,"FC-PT79"
3086.3699,"beads",2,"FC-PT79"
1767.1899,"beads",2,"FC-PT79"
2733.5,"beads",2,"FC-PT79"
1373.14,"beads",2,"FC-PT79"
1160.85,"beads",2,"FC-PT79"
1177.1799,"beads",2,"FC-PT79"
1282.26,"beads",2,"FC-PT79"
2147.04,"beads",2,"FC-PT79"
1089.14,"beads",2,"FC-PT79"
1007.49,"beads",2,"FC-PT79"
1075.65,"beads",2,"FC-PT79"
1006.0699,"beads",2,"FC-PT79"
1055.77,"beads",2,"FC-PT79"
1264.51,"beads",2,"FC-PT79"
1110.4399,"beads",2,"FC-PT79"
1284.39,"beads",2,"FC-PT79"
1026.6599,"beads",2,"FC-PT79"
1805.5299,"beads",2,"FC-PT79"
1025.24,"beads",2,"FC-PT79"
1024.53,"beads",2,"FC-PT79"
1163.6899,"beads",2,"FC-PT79"
1401.5399,"beads",2,"FC-PT79"
1003.9399,"beads",2,"FC-PT79"
1385.21,"beads",2,"FC-PT79"
3196.4199,"beads",2,"FC-PT79"
1618.09,"beads",2,"FC-PT79"
1695.48,"beads",2,"FC-PT79"
1718.9099,"beads",2,"FC-PT79"
2204.55,"beads",2,"FC-PT79"
1265.22,"beads",2,"FC-PT79"
1151.62,"beads",2,"FC-PT79"
1062.1599,"beads",2,"FC-PT79"
1037.3099,"beads",2,"FC-PT79"
3139.6199,"beads",2,"FC-PT79"
1069.26,"beads",2,"FC-PT79"
1669.9199,"beads",2,"FC-PT79"
1577.62,"beads",2,"FC-PT79"
1695.48,"beads",2,"FC-PT79"
1118.25,"beads",2,"FC-PT79"
1872.2699,"beads",2,"FC-PT79"
1550.6399,"beads",2,"FC-PT79"
2174.73,"beads",2,"FC-PT79"
1405.7999,"beads",2,"FC-PT79"
1836.7699,"beads",2,"FC-PT79"
2043.3799,"beads",2,"FC-PT79"
1052.22,"beads",2,"FC-PT79"
2930.8799,"beads",2,"FC-PT79"
1147.36,"beads",2,"FC-PT79"
1234.6899,"beads",2,"FC-PT79"
1160.14,"beads",2,"FC-PT79"
2558.8398,"beads",2,"FC-PT79"
1265.22,"beads",2,"FC-PT79"
1838.8999,"beads",2,"FC-PT79"
1777.13,"beads",2,"FC-PT79"
1961.73,"beads",2,"FC-PT79"
1204.87,"beads",2,"FC-PT79"
1621.6399,"beads",2,"FC-PT79"
3032.4099,"beads",2,"FC-PT79"
1574.0699,"beads",2,"FC-PT79"
1170.08,"beads",2,"FC-PT79"
3275.9399,"beads",2,"FC-PT79"
1187.83,"beads",2,"FC-PT79"
1619.51,"beads",2,"FC-PT79"
3060.0999,"beads",2,"FC-PT79"
1635.84,"beads",2,"FC-PT79"
1348.2899,"beads",2,"FC-PT79"
1104.0499,"beads",2,"FC-PT79"
2831.48,"beads",2,"FC-PT79"
1948.24,"beads",2,"FC-PT79"
2275.55,"beads",2,"FC-PT79"
2984.1299,"beads",2,"FC-PT79"
1648.62,"beads",2,"FC-PT79"
2729.24,"beads",2,"FC-PT79"
2383.47,"beads",2,"FC-PT79"
3205.6499,"beads",2,"FC-PT79"
2362.8799,"beads",2,"FC-PT79"
1534.3099,"beads",2,"FC-PT79"
1055.77,"beads",2,"FC-PT79"
1268.77,"beads",2,"FC-PT79"
2585.1099,"beads",2,"FC-PT79"
2704.3899,"beads",2,"FC-PT79"
1190.6699,"beads",2,"FC-PT79"
2387.02,"beads",2,"FC-PT79"
2502.75,"beads",2,"FC-PT79"
7516.0596,"beads",2,"FC-PT79"
1271.61,"beads",2,"FC-PT79"
2727.1099,"beads",2,"FC-PT79"
1133.1599,"beads",2,"FC-PT79"
1824.7,"beads",2,"FC-PT79"
1122.51,"beads",2,"FC-PT79"
2071.78,"beads",2,"FC-PT79"
2121.48,"beads",2,"FC-PT79"
1025.95,"beads",2,"FC-PT79"
1018.85,"beads",2,"FC-PT79"
1410.0599,"beads",2,"FC-PT79"
5107.0298,"beads",2,"FC-PT79"
4552.52,"beads",2,"FC-PT79"
2365.72,"beads",2,"FC-PT79"
1062.1599,"beads",2,"FC-PT79"
1798.4299,"beads",2,"FC-PT79"
1704,"beads",2,"FC-PT79"
2806.6299,"beads",2,"FC-PT79"
2659.6599,"beads",2,"FC-PT79"
2629.1299,"beads",2,"FC-PT79"
3439.24,"beads",2,"FC-PT79"
1066.4199,"beads",2,"FC-PT79"
1307.11,"beads",2,"FC-PT79"
2369.27,"beads",2,"FC-PT79"
1177.1799,"beads",2,"FC-PT79"
1230.4299,"beads",2,"FC-PT79"
1008.2,"beads",2,"FC-PT79"
1203.45,"beads",2,"FC-PT79"
2873.3699,"beads",2,"FC-PT79"
1182.15,"beads",2,"FC-PT79"
1298.59,"beads",2,"FC-PT79"
1280.13,"beads",2,"FC-PT79"
2225.8499,"beads",2,"FC-PT79"
2085.27,"beads",2,"FC-PT79"
1696.8999,"beads",2,"FC-PT79"
1422.13,"beads",2,"FC-PT79"
1439.88,"beads",2,"FC-PT79"
2516.24,"beads",2,"FC-PT79"
2756.9299,"beads",2,"FC-PT79"
1032.34,"beads",2,"FC-PT79"
1990.84,"beads",2,"FC-PT79"
1439.88,"beads",2,"FC-PT79"
1025.24,"beads",2,"FC-PT79"
2107.28,"beads",2,"FC-PT79"
2115.8,"beads",2,"FC-PT79"
1461.89,"beads",2,"FC-PT79"
1525.7899,"beads",2,"FC-PT79"
1112.5699,"beads",2,"FC-PT79"
1640.8099,"beads",2,"FC-PT79"
1172.9199,"beads",2,"FC-PT79"
1216.23,"beads",2,"FC-PT79"
2659.6599,"beads",2,"FC-PT79"
2051.1899,"beads",2,"FC-PT79"
1459.0499,"beads",2,"FC-PT79"
1135.2899,"beads",2,"FC-PT79"
2112.96,"beads",2,"FC-PT79"
1054.35,"beads",2,"FC-PT79"
1617.38,"beads",2,"FC-PT79"
1782.1,"beads",2,"FC-PT79"
1278,"beads",2,"FC-PT79"
2549.6099,"beads",2,"FC-PT79"
1599.63,"beads",2,"FC-PT79"
1134.58,"beads",2,"FC-PT79"
1254.5699,"beads",2,"FC-PT79"
1748.73,"beads",2,"FC-PT79"
3004.72,"beads",2,"FC-PT79"
1515.14,"beads",2,"FC-PT79"
2158.3999,"beads",2,"FC-PT79"
2010.72,"beads",2,"FC-PT79"
1757.25,"beads",2,"FC-PT79"
2542.51,"beads",2,"FC-PT79"
1564.84,"beads",2,"FC-PT79"
2155.5598,"beads",2,"FC-PT79"
1116.83,"beads",2,"FC-PT79"
2551.74,"beads",2,"FC-PT79"
1079.2,"beads",2,"FC-PT79"
1212.6799,"beads",2,"FC-PT79"
2267.74,"beads",2,"FC-PT79"
1166.5299,"beads",2,"FC-PT79"
1498.8099,"beads",2,"FC-PT79"
1828.96,"beads",2,"FC-PT79"
1160.14,"beads",2,"FC-PT79"
1250.3099,"beads",2,"FC-PT79"
1136,"beads",2,"FC-PT79"
1443.4299,"beads",2,"FC-PT79"
1606.73,"beads",2,"FC-PT79"
3905,"beads",2,"FC-PT79"
1066.4199,"beads",2,"FC-PT79"
1047.25,"beads",2,"FC-PT79"
1128.9,"beads",2,"FC-PT79"
1046.5399,"beads",2,"FC-PT79"
1532.1799,"beads",2,"FC-PT79"
2452.3398,"beads",2,"FC-PT79"
1273.0299,"beads",2,"FC-PT79"
1486.74,"beads",2,"FC-PT79"
1187.12,"beads",2,"FC-PT79"
1966.7,"beads",2,"FC-PT79"
1350.4199,"beads",2,"FC-PT79"
1338.35,"beads",2,"FC-PT79"
1208.4199,"beads",2,"FC-PT79"
1077.0699,"beads",2,"FC-PT79"
1374.5599,"beads",2,"FC-PT79"
1575.49,"beads",2,"FC-PT79"
1187.83,"beads",2,"FC-PT79"
1895.7,"beads",2,"FC-PT79"
2978.45,"beads",2,"FC-PT79"
3006.8499,"beads",2,"FC-PT79"
1359.6499,"beads",2,"FC-PT79"
2346.55,"beads",2,"FC-PT79"
6605.1299,"beads",2,"FC-PT79"
1083.46,"beads",2,"FC-PT79"
1374.5599,"beads",2,"FC-PT79"
1260.25,"beads",2,"FC-PT79"
1237.5299,"beads",2,"FC-PT79"
2109.4099,"beads",2,"FC-PT79"
1333.38,"beads",2,"FC-PT79"
1004.65,"beads",2,"FC-PT79"
2103.73,"beads",2,"FC-PT79"
3338.4199,"beads",2,"FC-PT79"
2103.73,"beads",2,"FC-PT79"
2534.7,"beads",2,"FC-PT79"
1153.0399,"beads",2,"FC-PT79"
1129.61,"beads",2,"FC-PT79"
3292.98,"beads",2,"FC-PT79"
1667.7899,"beads",2,"FC-PT79"
1929.0699,"beads",2,"FC-PT79"
1150.9099,"beads",2,"FC-PT79"
2100.8899,"beads",2,"FC-PT79"
1369.59,"beads",2,"FC-PT79"
1131.74,"beads",2,"FC-PT79"
1895.7,"beads",2,"FC-PT79"
1591.11,"beads",2,"FC-PT79"
1037.3099,"beads",2,"FC-PT79"
1154.46,"beads",2,"FC-PT79"
2338.74,"beads",2,"FC-PT79"
1180.02,"beads",2,"FC-PT79"
1217.6499,"beads",2,"FC-PT79"
2651.8499,"beads",2,"FC-PT79"
1077.0699,"beads",2,"FC-PT79"
1772.1599,"beads",2,"FC-PT79"
1039.4399,"beads",2,"FC-PT79"
1648.62,"beads",2,"FC-PT79"
1790.62,"beads",2,"FC-PT79"
1062.1599,"beads",2,"FC-PT79"
1184.99,"beads",2,"FC-PT79"
3086.3699,"beads",2,"FC-PT79"
2414,"beads",2,"FC-PT79"
1835.35,"beads",2,"FC-PT79"
1756.5399,"beads",2,"FC-PT79"
1415.0299,"beads",2,"FC-PT79"
1024.53,"beads",2,"FC-PT79"
1612.4099,"beads",2,"FC-PT79"
1904.9299,"beads",2,"FC-PT79"
1146.65,"beads",2,"FC-PT79"
1349,"beads",2,"FC-PT79"
1186.4099,"beads",2,"FC-PT79"
1606.73,"beads",2,"FC-PT79"
1794.88,"beads",2,"FC-PT79"
2306.0798,"beads",2,"FC-PT79"
1603.8899,"beads",2,"FC-PT79"
2528.3098,"beads",2,"FC-PT79"
3090.6299,"beads",2,"FC-PT79"
3080.6899,"beads",2,"FC-PT79"
1216.23,"beads",2,"FC-PT79"
1060.74,"beads",2,"FC-PT79"
3212.0398,"beads",2,"FC-PT79"
2103.73,"beads",2,"FC-PT79"
2067.52,"beads",2,"FC-PT79"
1198.48,"beads",2,"FC-PT79"
1630.87,"beads",2,"FC-PT79"
1380.24,"beads",2,"FC-PT79"
1412.1899,"beads",2,"FC-PT79"
1494.5499,"beads",2,"FC-PT79"
1023.8199,"beads",2,"FC-PT79"
1310.6599,"beads",2,"FC-PT79"
1357.52,"beads",2,"FC-PT79"
1006.0699,"beads",2,"FC-PT79"
1389.47,"beads",2,"FC-PT79"
1395.86,"beads",2,"FC-PT79"
1059.3199,"beads",2,"FC-PT79"
1016.0099,"beads",2,"FC-PT79"
1002.52,"beads",2,"FC-PT79"
2822.96,"beads",2,"FC-PT79"
1790.62,"beads",2,"FC-PT79"
1814.7599,"beads",2,"FC-PT79"
1067.84,"beads",2,"FC-PT79"
1003.9399,"beads",2,"FC-PT79"
1136,"beads",2,"FC-PT79"
3291.5598,"beads",2,"FC-PT79"
1087.72,"beads",2,"FC-PT79"
1555.61,"beads",2,"FC-PT79"
1057.9,"beads",2,"FC-PT79"
1473.96,"beads",2,"FC-PT79"
1122.51,"beads",2,"FC-PT79"
1060.74,"beads",2,"FC-PT79"
1518.6899,"beads",2,"FC-PT79"
1202.74,"beads",2,"FC-PT79"
1517.2699,"beads",2,"FC-PT79"
3716.8499,"beads",2,"FC-PT79"
2303.95,"beads",2,"FC-PT79"
2236.5,"beads",2,"FC-PT79"
1017.43,"beads",2,"FC-PT79"
1064.2899,"beads",2,"FC-PT79"
1036.6,"beads",2,"FC-PT79"
1454.7899,"beads",2,"FC-PT79"
2410.45,"beads",2,"FC-PT79"
1369.59,"beads",2,"FC-PT79"
3427.1699,"beads",2,"FC-PT79"
1194.9299,"beads",2,"FC-PT79"
1067.13,"beads",2,"FC-PT79"
1123.9299,"beads",2,"FC-PT79"
2952.8899,"beads",2,"FC-PT79"
1393.0199,"beads",2,"FC-PT79"
1143.1,"beads",2,"FC-PT79"
1012.46,"beads",2,"FC-PT79"
1699.74,"beads",2,"FC-PT79"
1082.0399,"beads",2,"FC-PT79"
2990.52,"beads",2,"FC-PT79"
1105.47,"beads",2,"FC-PT79"
2556.71,"beads",2,"FC-PT79"
2668.8899,"beads",2,"FC-PT79"
1166.5299,"beads",2,"FC-PT79"
1162.27,"beads",2,"FC-PT79"
1754.4099,"beads",2,"FC-PT79"
1077.7799,"beads",2,"FC-PT79"
3042.3499,"beads",2,"FC-PT79"
3360.4299,"beads",2,"FC-PT79"
4780.4297,"beads",2,"FC-PT79"
1064.2899,"beads",2,"FC-PT79"
1024.53,"beads",2,"FC-PT79"
1056.48,"beads",2,"FC-PT79"
3189.3198,"beads",2,"FC-PT79"
1359.6499,"beads",2,"FC-PT79"
2838.5798,"beads",2,"FC-PT79"
1227.59,"beads",2,"FC-PT79"
1734.5299,"beads",2,"FC-PT79"
3322.0898,"beads",2,"FC-PT79"
2309.6299,"beads",2,"FC-PT79"
1102.63,"beads",2,"FC-PT79"
1156.59,"beads",2,"FC-PT79"
2864.8499,"beads",2,"FC-PT79"
3664.3098,"beads",2,"FC-PT79"
3130.3899,"beads",2,"FC-PT79"
3192.8699,"beads",2,"FC-PT79"
1104.76,"beads",2,"FC-PT79"
1192.09,"beads",2,"FC-PT79"
1640.1,"beads",2,"FC-PT79"
1039.4399,"beads",2,"FC-PT79"
6945.2197,"beads",2,"FC-PT79"
1019.56,"beads",2,"FC-PT79"
2565.9399,"beads",2,"FC-PT79"
1215.52,"beads",2,"FC-PT79"
2223.01,"beads",2,"FC-PT79"
3806.3098,"beads",2,"FC-PT79"
2641.9099,"beads",2,"FC-PT79"
1070.6799,"beads",2,"FC-PT79"
1691.9299,"beads",2,"FC-PT79"
1383.7899,"beads",2,"FC-PT79"
1230.4299,"beads",2,"FC-PT79"
2171.8899,"beads",2,"FC-PT79"
1025.95,"beads",2,"FC-PT79"
1550.6399,"beads",2,"FC-PT79"
2911,"beads",2,"FC-PT79"
1104.0499,"beads",2,"FC-PT79"
1046.5399,"beads",2,"FC-PT79"
1178.6,"beads",2,"FC-PT79"
1124.64,"beads",2,"FC-PT79"
1043.7,"beads",2,"FC-PT79"
1104.76,"beads",2,"FC-PT79"
3034.5398,"beads",2,"FC-PT79"
1050.09,"beads",2,"FC-PT79"
1278,"beads",2,"FC-PT79"
1052.22,"beads",2,"FC-PT79"
1764.35,"beads",2,"FC-PT79"
1004.65,"beads",2,"FC-PT79"
1062.87,"beads",2,"FC-PT79"
1231.85,"beads",2,"FC-PT79"
1073.52,"beads",2,"FC-PT79"
1489.58,"beads",2,"FC-PT79"
1197.0599,"beads",2,"FC-PT79"
2552.45,"beads",2,"FC-PT79"
3042.3499,"beads",2,"FC-PT79"
1743.7599,"beads",2,"FC-PT79"
2683.7998,"beads",2,"FC-PT79"
2000.7799,"beads",2,"FC-PT79"
3026.73,"beads",2,"FC-PT79"
2146.3298,"beads",2,"FC-PT79"
2969.22,"beads",2,"FC-PT79"
2521.21,"beads",2,"FC-PT79"
3270.97,"beads",2,"FC-PT79"
3185.77,"beads",2,"FC-PT79"
2399.0898,"beads",2,"FC-PT79"
1132.45,"beads",2,"FC-PT79"
1141.6799,"beads",2,"FC-PT79"
1025.95,"beads",2,"FC-PT79"
1183.5699,"beads",2,"FC-PT79"
2358.6199,"beads",2,"FC-PT79"
1089.14,"beads",2,"FC-PT79"
1326.99,"beads",2,"FC-PT79"
3177.25,"beads",2,"FC-PT79"
2631.97,"beads",2,"FC-PT79"
3143.1699,"beads",2,"FC-PT79"
3232.6299,"beads",2,"FC-PT79"
2643.3298,"beads",2,"FC-PT79"
3014.6599,"beads",2,"FC-PT79"
3042.3499,"beads",2,"FC-PT79"
2210.9399,"beads",2,"FC-PT79"
3007.5598,"beads",2,"FC-PT79"
1387.34,"beads",2,"FC-PT79"
2354.3599,"beads",2,"FC-PT79"
1789.9099,"beads",2,"FC-PT79"
1109.73,"beads",2,"FC-PT79"
1535.73,"beads",2,"FC-PT79"
1207.71,"beads",2,"FC-PT79"
2203.8398,"beads",2,"FC-PT79"
1630.1599,"beads",2,"FC-PT79"
4411.23,"beads",2,"FC-PT79"
2380.6299,"beads",2,"FC-PT79"
1997.23,"beads",2,"FC-PT79"
3224.1099,"beads",2,"FC-PT79"
3100.5698,"beads",2,"FC-PT79"
2948.6299,"beads",2,"FC-PT79"
1341.1899,"beads",2,"FC-PT79"
3298.6599,"beads",2,"FC-PT79"
2959.28,"beads",2,"FC-PT79"
1542.83,"beads",2,"FC-PT79"
2448.0798,"beads",2,"FC-PT79"
2304.6599,"beads",2,"FC-PT79"
2818.7,"beads",2,"FC-PT79"
1063.58,"beads",2,"FC-PT79"
3481.1299,"beads",2,"FC-PT79"
1217.6499,"beads",2,"FC-PT79"
2756.9299,"beads",2,"FC-PT79"
2199.5798,"beads",2,"FC-PT79"
1148.0699,"beads",2,"FC-PT79"
2119.3499,"beads",2,"FC-PT79"
1226.1699,"beads",2,"FC-PT79"
2688.0598,"beads",2,"FC-PT79"
2561.6799,"beads",2,"FC-PT79"
2115.0898,"beads",2,"FC-PT79"
1859.49,"beads",2,"FC-PT79"
2225.1399,"beads",2,"FC-PT79"
2139.9399,"beads",2,"FC-PT79"
2597.8899,"beads",2,"FC-PT79"
3150.98,"beads",2,"FC-PT79"
1843.87,"beads",2,"FC-PT79"
3122.5798,"beads",2,"FC-PT79"
1809.7899,"beads",2,"FC-PT79"
3198.5498,"beads",2,"FC-PT79"
1232.5599,"beads",2,"FC-PT79"
2235.0798,"beads",2,"FC-PT79"
2914.5498,"beads",2,"FC-PT79"
2395.54,"beads",2,"FC-PT79"
2039.83,"beads",2,"FC-PT79"
3174.4099,"beads",2,"FC-PT79"
2966.3799,"beads",2,"FC-PT79"
3249.6699,"beads",2,"FC-PT79"
3083.5298,"beads",2,"FC-PT79"
2223.01,"beads",2,"FC-PT79"
1888.6,"beads",2,"FC-PT79"
3107.6699,"beads",2,"FC-PT79"
1049.38,"beads",2,"FC-PT79"
1162.98,"beads",2,"FC-PT79"
2208.0999,"beads",2,"FC-PT79"
1461.1799,"beads",2,"FC-PT79"
1218.36,"beads",2,"FC-PT79"
1031.63,"beads",2,"FC-PT79"
2596.47,"beads",2,"FC-PT79"
1539.99,"beads",2,"FC-PT79"
1632.2899,"beads",2,"FC-PT79"
1458.34,"beads",2,"FC-PT79"
1214.1,"beads",2,"FC-PT79"
1070.6799,"beads",2,"FC-PT79"
1415.0299,"beads",2,"FC-PT79"
1043.7,"beads",2,"FC-PT79"
2685.9299,"beads",2,"FC-PT79"
1294.33,"beads",2,"FC-PT79"
1366.0399,"beads",2,"FC-PT79"
1146.65,"beads",2,"FC-PT79"
1073.52,"beads",2,"FC-PT79"
1580.46,"beads",2,"FC-PT79"
1143.1,"beads",2,"FC-PT79"
1179.3099,"beads",2,"FC-PT79"
1100.5,"beads",2,"FC-PT79"
1691.22,"beads",2,"FC-PT79"
3302.9199,"beads",2,"FC-PT79"
1184.2799,"beads",2,"FC-PT79"
1042.28,"beads",2,"FC-PT79"
1241.08,"beads",2,"FC-PT79"
1136.71,"beads",2,"FC-PT79"
2591.5,"beads",2,"FC-PT79"
1098.37,"beads",2,"FC-PT79"
2800.24,"beads",2,"FC-PT79"
1045.83,"beads",2,"FC-PT79"
1675.6,"beads",2,"FC-PT79"
1248.89,"beads",2,"FC-PT79"
1361.7799,"beads",2,"FC-PT79"
1724.59,"beads",2,"FC-PT79"
1231.85,"beads",2,"FC-PT79"
1728.1399,"beads",2,"FC-PT79"
1318.47,"beads",2,"FC-PT79"
1354.6799,"beads",2,"FC-PT79"
1371.72,"beads",2,"FC-PT79"
3231.21,"beads",2,"FC-PT79"
2349.3899,"beads",2,"FC-PT79"
2200.29,"beads",2,"FC-PT79"
1256.7,"beads",2,"FC-PT79"
1147.36,"beads",2,"FC-PT79"
1042.99,"beads",2,"FC-PT79"
1067.13,"beads",2,"FC-PT79"
1080.62,"beads",2,"FC-PT79"
1539.2799,"beads",2,"FC-PT79"
2783.2,"beads",2,"FC-PT79"
1102.63,"beads",2,"FC-PT79"
1351.84,"beads",2,"FC-PT79"
1679.1499,"beads",2,"FC-PT79"
1885.7599,"beads",2,"FC-PT79"
1439.1699,"beads",2,"FC-PT79"
1656.4299,"beads",2,"FC-PT79"
1325.5699,"beads",2,"FC-PT79"
1994.3899,"beads",2,"FC-PT79"
1192.09,"beads",2,"FC-PT79"
3070.75,"beads",2,"FC-PT79"
2801.6599,"beads",2,"FC-PT79"
1039.4399,"beads",2,"FC-PT79"
2314.5999,"beads",2,"FC-PT79"
2149.8799,"beads",2,"FC-PT79"
1088.4299,"beads",2,"FC-PT79"
1343.3199,"beads",2,"FC-PT79"
2928.75,"beads",2,"FC-PT79"
2906.74,"beads",2,"FC-PT79"
1281.5499,"beads",2,"FC-PT79"
1074.9399,"beads",2,"FC-PT79"
1022.4,"beads",2,"FC-PT79"
1303.5599,"beads",2,"FC-PT79"
1236.8199,"beads",2,"FC-PT79"
2231.53,"beads",2,"FC-PT79"
1334.09,"beads",2,"FC-PT79"
2930.8799,"beads",2,"FC-PT79"
2365.72,"beads",2,"FC-PT79"
1374.5599,"beads",2,"FC-PT79"
1204.1599,"beads",2,"FC-PT79"
1603.8899,"beads",2,"FC-PT79"
1233.27,"beads",2,"FC-PT79"
1182.86,"beads",2,"FC-PT79"
1637.26,"beads",2,"FC-PT79"
1412.8999,"beads",2,"FC-PT79"
1577.62,"beads",2,"FC-PT79"
2656.8198,"beads",2,"FC-PT79"
3131.0999,"beads",2,"FC-PT79"
1537.86,"beads",2,"FC-PT79"
1312.7899,"beads",2,"FC-PT79"
1395.86,"beads",2,"FC-PT79"
2597.8899,"beads",2,"FC-PT79"
2444.53,"beads",2,"FC-PT79"
1292.2,"beads",2,"FC-PT79"
1001.81,"beads",2,"FC-PT79"
1865.1699,"beads",2,"FC-PT79"
1283.6799,"beads",2,"FC-PT79"
1030.9199,"beads",2,"FC-PT79"
1459.76,"beads",2,"FC-PT79"
1013.17,"beads",2,"FC-PT79"
2638.3599,"beads",2,"FC-PT79"
1021.6899,"beads",2,"FC-PT79"
1020.27,"beads",2,"FC-PT79"
1485.3199,"beads",2,"FC-PT79"
1192.7999,"beads",2,"FC-PT79"
1496.6799,"beads",2,"FC-PT79"
1416.45,"beads",2,"FC-PT79"
1532.1799,"beads",2,"FC-PT79"
1800.5599,"beads",2,"FC-PT79"
1853.8099,"beads",2,"FC-PT79"
1260.96,"beads",2,"FC-PT79"
2562.3899,"beads",2,"FC-PT79"
1797.0099,"beads",2,"FC-PT79"
1466.86,"beads",2,"FC-PT79"
1358.9399,"beads",2,"FC-PT79"
1411.48,"beads",2,"FC-PT79"
1406.51,"beads",2,"FC-PT79"
1042.28,"beads",2,"FC-PT79"
1543.5399,"beads",2,"FC-PT79"
1193.51,"beads",2,"FC-PT79"
1114.7,"beads",2,"FC-PT79"
1447.6899,"beads",2,"FC-PT79"
1485.3199,"beads",2,"FC-PT79"
1860.2,"beads",2,"FC-PT79"
1055.0599,"beads",2,"FC-PT79"
1017.43,"beads",2,"FC-PT79"
1397.2799,"beads",2,"FC-PT79"
1420,"beads",2,"FC-PT79"
1143.8099,"beads",2,"FC-PT79"
1426.39,"beads",2,"FC-PT79"
1096.95,"beads",2,"FC-PT79"
2093.79,"beads",2,"FC-PT79"
3348.3599,"beads",2,"FC-PT79"
1246.76,"beads",2,"FC-PT79"
1555.61,"beads",2,"FC-PT79"
2387.73,"beads",2,"FC-PT79"
2117.9299,"beads",2,"FC-PT79"
1343.3199,"beads",2,"FC-PT79"
1086.2999,"beads",2,"FC-PT79"
1510.88,"beads",2,"FC-PT79"
1109.02,"beads",2,"FC-PT79"
1732.3999,"beads",2,"FC-PT79"
1353.97,"beads",2,"FC-PT79"
1000.39,"beads",2,"FC-PT79"
1218.36,"beads",2,"FC-PT79"
1364.62,"beads",2,"FC-PT79"
1768.61,"beads",2,"FC-PT79"
1522.24,"beads",2,"FC-PT79"
3329.1899,"beads",2,"FC-PT79"
1023.8199,"beads",2,"FC-PT79"
1238.24,"beads",2,"FC-PT79"
1284.39,"beads",2,"FC-PT79"
1214.8099,"beads",2,"FC-PT79"
1701.87,"beads",2,"FC-PT79"
1380.95,"beads",2,"FC-PT79"
3208.49,"beads",2,"FC-PT79"
2986.97,"beads",2,"FC-PT79"
2528.3098,"beads",2,"FC-PT79"
1300.01,"beads",2,"FC-PT79"
2957.1499,"beads",2,"FC-PT79"
1380.95,"beads",2,"FC-PT79"
1328.4099,"beads",2,"FC-PT79"
7562.9199,"beads",2,"FC-PT79"
7349.21,"beads",2,"FC-PT79"
1504.49,"beads",2,"FC-PT79"
1288.6499,"beads",2,"FC-PT79"
1841.0299,"beads",2,"FC-PT79"
1020.27,"beads",2,"FC-PT79"
1150.2,"beads",2,"FC-PT79"
1067.84,"beads",2,"FC-PT79"
2009.2999,"beads",2,"FC-PT79"
1154.46,"beads",2,"FC-PT79"
1273.0299,"beads",2,"FC-PT79"
3335.5798,"beads",2,"FC-PT79"
1580.46,"beads",2,"FC-PT79"
1131.0299,"beads",2,"FC-PT79"
1013.17,"beads",2,"FC-PT79"
