"cell_type","replicate","stim_type","stim_level","stim_unit","FSC.A","diameter","volume","phospho_STAT","total_STAT","receptor","whole_cell_phospho_STAT","whole_cell_total_STAT","whole_cell_receptor"
"MEF","FC-PT63","IFNG",10,"ng/mL",134847.453125,26.7226029230732,2385.318,48.578395025384,1.25912220140698,1.85223397488274,27.2417399886458,0.710467743072461,1.02138561903074
"MEF","FC-PT63","IFNG",10,"ng/mL",134863.640625,26.7259920431012,2386.2257,35.4777480662078,1.64997154215051,1.27817862786976,19.9027441459649,0.931361261522671,0.705099939808205
"MEF","FC-PT63","IFNG",0,"ng/mL",134864.09375,26.7260869122912,2386.2511,0.806427815336241,1.0619733739394,2.25351562823977,0.452404625435585,0.599459665930591,1.24315225797152
"MEF","FC-PT63","IFNG",0,"ng/mL",134864.09375,26.7260869122912,2386.2511,1.25892458539512,1.23328461245667,1.34343816563167,0.706254539682334,0.696160939551766,0.741107879670952
"BJ","FC-PT79","OSM",10,"ng/mL",143127.46875,26.7279201346379,2386.7422,17.2213995177898,2.4451147713879,2.3240643539919,7.77050504024511,1.1351744508845,1.06050355261214
"BJ","FC-PT79","OSM",10,"ng/mL",143128.1875,26.7280629138984,2386.7804,8.77732087029382,1.84349345304009,1.76752840622033,3.96049738036383,0.855878090619754,0.806561209015021
"MEF","FC-PT63","IFNG",0,"ng/mL",134905.5,26.7347559934438,2388.5739,1.33781172224255,0.748190924831538,1.22302521463317,0.751240642369455,0.422747761039881,0.675338797995165
"MEF","FC-PT63","IFNG",0,"ng/mL",134905.953125,26.7348508626338,2388.5994,1.18137144080689,1.06630285419628,1.81894542801573,0.663399565161016,0.602495889297092,1.00440900032921
"MEF","FC-PT63","IFNG",10,"ng/mL",134909.09375,26.7355084042608,2388.7756,27.0353676638415,1.13772787898167,1.62942165490638,15.1828405221931,0.642900779189268,0.899821664760916
"MEF","FC-PT63","IFNG",10,"ng/mL",134911.34375,26.7359794788593,2388.9019,84.6004133834542,1.88404927093525,1.00557313431686,47.5134096039626,1.06468410293233,0.555340804388352
"MEF","FC-PT63","IFNG",0,"ng/mL",134923.953125,26.7386194594216,2389.6096,1.3942845109494,3.98034222730789,1.78936354338439,0.783292111956222,2.24997434396788,0.988491971505322
"BJ","FC-PT79","OSM",0,"ng/mL",143188.53125,26.7400501639847,2389.9932,1.93317692533649,4.29622424015107,1.44254466368283,0.87346108446684,1.99729149739308,0.65915021791399
"MEF","FC-PT63","IFNG",0,"ng/mL",134939.25,26.741822112421,2390.4684,2.05273385496647,2.87231273384171,1.56691388405504,1.15361540802771,1.62422027793762,0.86591595744888
"BJ","FC-PT79","OSM",10,"ng/mL",143197.765625,26.7418845670922,2390.4851,7.90923039009627,1.46952969429204,0.694022026358342,3.57433752022183,0.683317044724379,0.317188739608303
"BJ","FC-PT79","OSM",10,"ng/mL",143199.1875,26.7421670217162,2390.5609,9.1893545120412,1.79345081010485,1.99328146879457,4.15298259244366,0.833963662981442,0.91101789379794
"MEF","FC-PT63","IFNG",10,"ng/mL",134958.140625,26.7457771762375,2391.5292,14.0577315560518,1.52513296464108,1.42213409824251,7.90380705045358,0.862806868275538,0.78625576838041
"BJ","FC-PT79","OSM",0,"ng/mL",143226.875,26.7476671271416,2392.0362,2.10382179029676,1.55143995925528,1.62534319064552,0.951375557185111,0.721872616426385,0.743312249824249
"BJ","FC-PT79","OSM",0,"ng/mL",143236.109375,26.7495015302491,2392.5284,1.3913067560012,1.69461362360403,1.90354415613707,0.629296459287075,0.788652422996117,0.870720006494193
"MEF","FC-PT63","IFNG",10,"ng/mL",134980.640625,26.7504879222223,2392.793,42.7797742507852,1.9525654700204,1.32537235810097,24.0651744290189,1.10520014164097,0.733146297230593
"MEF","FC-PT63","IFNG",0,"ng/mL",134980.640625,26.7504879222223,2392.793,3.06772958773372,2.3225795393008,3.41036396121194,1.72570914463204,1.31463721714839,1.88648548092076
"MEF","FC-PT63","IFNG",10,"ng/mL",134987.84375,26.7519960152077,2393.1978,36.4427773425705,1.78075374683094,1.25463810320092,20.5038520022615,1.00812099483109,0.694136169814886
"MEF","FC-PT63","IFNG",10,"ng/mL",134988.296875,26.7520908843977,2393.2232,41.1752787770173,1.61208031085813,2.17303918366111,23.1667519369894,0.912641210636844,1.20225991947156
"MEF","FC-PT63","IFNG",10,"ng/mL",134989.203125,26.7522806227776,2393.2741,58.0918183373391,1.9823724334598,2.62888157121773,32.6853249797812,1.12229722308289,1.4544911066135
"BJ","FC-PT79","OSM",10,"ng/mL",143261.671875,26.754579505687,2393.8912,8.47774338809251,2.06729545854149,1.32472958032954,3.83671877754184,0.96264199906893,0.606303546140865
"MEF","FC-PT63","IFNG",0,"ng/mL",135001.796875,26.7549173319886,2393.9818,1.55096024999373,4.00136520959183,2.58585982857253,0.872904852177656,2.26599649504175,1.4311113665096
"MEF","FC-PT63","IFNG",0,"ng/mL",135003.140625,26.7551986682071,2394.0574,1.76640701553453,1.4472741999426,1.93865566067811,0.994193079353286,0.819625717016425,1.07295830013694
"MEF","FC-PT63","IFNG",10,"ng/mL",135004.5,26.755483275777,2394.1338,47.9791992363424,1.42464436576232,1.29158634599756,27.0051633921696,0.806835652212401,0.714857487645098
"BJ","FC-PT79","OSM",10,"ng/mL",143273.03125,26.7568360387819,2394.4969,7.48514028413918,1.43798505477208,1.8290717644591,3.38835976291782,0.669771245013938,0.837343186557529
"MEF","FC-PT63","IFNG",0,"ng/mL",135029.25,26.7606650963604,2395.5251,1.65534190746907,2.58311586560938,2.0034271358433,0.932253090156837,1.46377663350235,1.10948614906917
"MEF","FC-PT63","IFNG",0,"ng/mL",135032.84375,26.7614175071774,2395.7271,1.44368977912731,4.95988885645582,1.86297677933363,0.81312370691813,2.81086176398746,1.03179256621585
"MEF","FC-PT63","IFNG",10,"ng/mL",135033.75,26.7616072455573,2395.7781,31.0036703308813,0.739120177454147,1.84197292377521,17.4624468331955,0.418882142909837,1.02018149092545
"MEF","FC-PT63","IFNG",0,"ng/mL",135038.25,26.7625493947543,2396.0311,1.69429387116218,2.64044910375166,2.4458031640918,0.954391552270286,1.49658176405303,1.35475748939826
"MEF","FC-PT63","IFNG",0,"ng/mL",135038.703125,26.7626442639443,2396.0566,1.71510609513927,1.22248864111662,2.6313136775813,0.966125308600412,0.692902459536421,1.45752933132564
"BJ","FC-PT79","OSM",10,"ng/mL",143309.953125,26.7641705473148,2396.4666,7.80038385200371,1.4369055839084,0.920140765584542,3.53396828449861,0.669818995718636,0.421583998546285
"MEF","FC-PT63","IFNG",10,"ng/mL",135046.796875,26.7643388239582,2396.5118,49.6314676936977,1.08364969448053,1.33292077461545,27.9628920352666,0.614325697180132,0.73846771947117
"BJ","FC-PT79","OSM",0,"ng/mL",143312.078125,26.7645926773023,2396.58,1.14597652834183,2.10332444371129,0.919188287680748,0.519209877370312,0.980519074105851,0.421167527095898
"BJ","FC-PT79","OSM",10,"ng/mL",143312.78125,26.7647323526658,2396.6175,2.62191487274976,0.999464351441224,1.13541401067671,1.18793480226741,0.465933440588521,0.520249224283853
"BJ","FC-PT79","OSM",10,"ng/mL",143321.3125,26.7664270804098,2397.0728,12.7238589179932,2.49733397721774,2.50302650993965,5.76600960436462,1.16443619540978,1.14711019443768
"BJ","FC-PT79","OSM",0,"ng/mL",143325.5625,26.7672713403848,2397.2996,1.814010503093,3.46903628881158,2.4074562555524,0.822124144105178,1.61766653997314,1.10341576247491
"MEF","FC-PT63","IFNG",0,"ng/mL",135066.59375,26.7684836261546,2397.6254,2.53001091160127,2.03746277615757,1.2340950619956,1.42609717942569,1.15558317882336,0.684033785323721
"BJ","FC-PT79","OSM",10,"ng/mL",143341.890625,26.7705149127152,2398.1712,10.3313339351774,1.95441344806219,2.22153589556727,4.68394595049456,0.911705284716512,1.01857258820557
"MEF","FC-PT63","IFNG",10,"ng/mL",135079.203125,26.7711236067169,2398.3348,57.2653994483538,1.13743131357996,1.87150228873999,32.2884724648713,0.64530523301087,1.03764256592365
"BJ","FC-PT79","OSM",0,"ng/mL",143345.453125,26.7712226012237,2398.3614,3.06842770789393,3.08314803434406,3.71914829576805,1.39125204007991,1.43835752600641,1.70536202393726
"MEF","FC-PT63","IFNG",10,"ng/mL",135085.5,26.7724419613224,2398.6891,57.6169878225934,1.53050683482387,3.93573715810406,32.491510925263,0.86843922799114,2.18246685068344
"MEF","FC-PT63","IFNG",10,"ng/mL",135086.84375,26.772723297541,2398.7648,44.4409078164911,1.44653048034169,0.862036528181355,25.062014971089,0.820815320831551,0.478036374155319
"BJ","FC-PT79","OSM",0,"ng/mL",143356.09375,26.7733363550582,2398.9296,1.69367034126119,1.9597444221053,1.0558232622665,0.768106920650736,0.914481211130654,0.484247286278844
"MEF","FC-PT63","IFNG",0,"ng/mL",135092.25,26.7738551851179,2399.069,1.10379873226581,1.24987598997117,0.828882513118243,0.622555430492414,0.709316172480667,0.459709335961773
"MEF","FC-PT63","IFNG",0,"ng/mL",135092.703125,26.7739500543078,2399.0945,1.30780607807885,1.67684708748673,1.91107244204536,0.737625806387795,0.951636330252968,1.05991762100207
"BJ","FC-PT79","OSM",10,"ng/mL",143359.640625,26.7740409396697,2399.119,13.1554447640382,2.15983166638314,1.82665173314883,5.96667823325398,1.00792807250782,0.837849489913692
"BJ","FC-PT79","OSM",0,"ng/mL",143366.03125,26.7753104335291,2399.4602,1.25067271090322,1.2882991959329,0.116603001328511,0.567325777546834,0.601295748473515,0.0534911267396715
"BJ","FC-PT79","OSM",10,"ng/mL",143368.875,26.7758753427771,2399.6121,10.4408177116471,1.88011149115185,1.33325183477805,4.73642701048922,0.877571465831597,0.61166228016174
"MEF","FC-PT63","IFNG",10,"ng/mL",135111.140625,26.7778102489343,2400.1324,68.832016810488,2.01224203044474,0.259588453213038,38.8392728370839,1.14247212672932,0.144035046624292
"MEF","FC-PT63","IFNG",10,"ng/mL",135118.34375,26.7793183419197,2400.5379,39.9457094419092,1.74759032076464,0.0810151775620082,22.543643170925,0.992380896174219,0.0449596128148138
"MEF","FC-PT63","IFNG",0,"ng/mL",135128.25,26.7813923786936,2401.0957,2.15178923652723,2.22784825712914,1.45806850136231,1.21465962723408,1.26539255368504,0.809347454705187
"MEF","FC-PT63","IFNG",0,"ng/mL",135134.09375,26.7826158641091,2401.4248,1.31059967587635,1.39162353178933,1.62221258998792,0.739919449757021,0.790534727447694,0.900584288967374
"BJ","FC-PT79","OSM",0,"ng/mL",143405.078125,26.7830670720495,2401.5462,3.10466378561835,2.78686860643346,2.77664190060114,1.40955106558255,1.30186300524717,1.27487993237548
"BJ","FC-PT79","OSM",0,"ng/mL",143407.921875,26.7836319812975,2401.6981,1.60514989204698,2.01658302713069,1.6357174131155,0.728801572335496,0.942089945518652,0.751078201493477
"MEF","FC-PT63","IFNG",10,"ng/mL",135149.390625,26.7858185171085,2402.2864,41.7000239153793,1.66639182769096,1.63779540937841,23.5508443721657,0.946961030700352,0.909561437512542
"BJ","FC-PT79","OSM",10,"ng/mL",143421.421875,26.7863137482769,2402.4196,4.89097161315091,1.08386779847645,0.848973424354661,2.22136178938933,0.50650416715282,0.389943265376809
"BJ","FC-PT79","OSM",10,"ng/mL",143422.125,26.7864534236404,2402.4572,11.7345744411788,1.28107458413593,2.76193503337762,5.32964517230949,0.598670586575382,1.26860840487092
"BJ","FC-PT79","OSM",10,"ng/mL",143432.78125,26.7885702813719,2403.0268,9.10773088091786,2.10633529683068,1.0653592809018,4.13755801471978,0.984564033014186,0.489455456115244
"MEF","FC-PT63","IFNG",10,"ng/mL",135174.59375,26.7910952068818,2403.7064,42.5294898644467,0.818089353350112,0.759982709893828,24.033498195512,0.465170706876964,0.422311335731915
"BJ","FC-PT79","OSM",10,"ng/mL",143452.65625,26.7925184383138,2404.0895,10.0625506765087,1.64703354432168,2.35826913249334,4.57334542309599,0.770213138580572,1.08393306458546
"BJ","FC-PT79","OSM",0,"ng/mL",143456.921875,26.7933658021858,2404.3176,2.32706355537697,2.08467544135963,2.18395241640984,1.05773134063861,0.974962995551485,1.00390697925757
"BJ","FC-PT79","OSM",10,"ng/mL",143457.625,26.7935054775493,2404.3552,13.0446399868424,2.50530754505959,1.72239361737112,5.92933540028112,1.17170294178616,0.791752604801102
"BJ","FC-PT79","OSM",10,"ng/mL",143458.328125,26.7936451529128,2404.3928,14.1303498770737,2.38127863160465,1.98623307065117,6.4229364751228,1.11371349060703,0.913049017613174
"MEF","FC-PT63","IFNG",0,"ng/mL",135189.890625,26.7942978598812,2404.5685,0.781195909987118,1.05178961533054,1.50149802846763,0.441613671919273,0.598268627672775,0.834659857916192
"MEF","FC-PT63","IFNG",10,"ng/mL",135190.796875,26.7944875982611,2404.6196,32.9928856287573,1.73586640733369,1.4965501242167,18.6514276585012,0.987399445567408,0.831927072477542
"MEF","FC-PT63","IFNG",10,"ng/mL",135192.59375,26.7948638036696,2404.7209,36.3257264769125,0.691465231950783,1.43462247539317,20.5364031956004,0.393337382560128,0.797535301806336
"MEF","FC-PT63","IFNG",0,"ng/mL",135203.84375,26.7972191766621,2405.3551,0.976431216543452,1.19526427231413,1.67035559131603,0.552161664506563,0.680100878206802,0.928828948162979
"MEF","FC-PT63","IFNG",0,"ng/mL",135204.75,26.797408915042,2405.4062,1.49833561686697,1.39173362034265,1.79757961834193,0.847311157263624,0.791908021895334,0.999595215044444
"MEF","FC-PT63","IFNG",0,"ng/mL",135207.453125,26.7979748588305,2405.5586,1.24610109147781,1.20382661702404,1.19052639447707,0.704716780980224,0.685030770844909,0.66206796803017
"BJ","FC-PT79","OSM",10,"ng/mL",143488.859375,26.7997101675862,2406.0259,7.61239606695144,1.22675536062082,0.940013284709631,3.46255728195914,0.574137758200666,0.432407039431984
"BJ","FC-PT79","OSM",10,"ng/mL",143498.8125,26.8016873499542,2406.5585,11.873802420171,2.54366175406869,0.858808521843605,5.40208649709211,1.1907309167971,0.395140217533131
"MEF","FC-PT63","IFNG",0,"ng/mL",135234,26.8035328848223,2407.0557,1.62327038340648,1.09318304825981,1.74657805175486,0.918591454649184,0.622456815078204,0.971900366020658
"MEF","FC-PT63","IFNG",10,"ng/mL",135236.25,26.8040039594208,2407.1826,28.6818712267182,0.901235987249496,1.98837330013849,16.2316217258237,0.513189495617163,1.10650801875491
"MEF","FC-PT63","IFNG",0,"ng/mL",135248.84375,26.8066406686317,2407.893,0.946937482830699,1.69785598703663,1.62891741262779,0.536048256423701,0.967092983034229,0.906742260289587
"MEF","FC-PT63","IFNG",0,"ng/mL",135261,26.8091857800041,2408.5789,1.13503710698991,1.92672624664856,2.12291278955851,0.64271188835341,1.09776931866431,1.18206303970515
"BJ","FC-PT79","OSM",0,"ng/mL",143542.109375,26.8102882484495,2408.8761,2.62421605756142,4.5702521140357,2.8264025619846,1.19505899162141,2.14147233217587,1.30168813721587
"MEF","FC-PT63","IFNG",0,"ng/mL",135268.203125,26.8106938729895,2408.9854,1.01039573854099,1.56927972316878,1.35427268246878,0.572230589056723,0.894261901366081,0.754202371050279
"MEF","FC-PT63","IFNG",0,"ng/mL",135286.640625,26.8145540676159,2410.0261,1.34396397087037,1.80625459127136,2.28939881401692,0.761473454380331,1.02974788235275,1.27553037932519
"BJ","FC-PT79","OSM",0,"ng/mL",143564.828125,26.8148013146395,2410.0928,1.37087847985441,2.0242831821796,3.53217319786067,0.624608682180303,0.948992716022052,1.62754956081124
"BJ","FC-PT79","OSM",0,"ng/mL",143574.0625,26.8166357177469,2410.5874,3.19397025416951,4.21005681390555,2.04711852940279,1.45555641250655,1.97409789551798,0.943461836984974
"MEF","FC-PT63","IFNG",10,"ng/mL",135299.703125,26.8172889173682,2410.7636,14.4682770293882,0.711962700623291,1.63840144728236,8.20005635540129,0.406014987057228,0.913108857544136
"MEF","FC-PT63","IFNG",0,"ng/mL",135302.84375,26.8179464589953,2410.9409,1.77825779911229,1.94432382897239,2.27388756494668,1.00792143801365,1.1088820691385,1.26736922894115
"BJ","FC-PT79","OSM",0,"ng/mL",143588.265625,26.8194571600899,2411.3484,2.31820072365409,1.46666903370826,1.73840869567497,1.05678415464883,0.687939003052617,0.801438709686953
"BJ","FC-PT79","OSM",10,"ng/mL",143591.8125,26.8201617447014,2411.5385,13.4611442597728,2.12696130445071,2.30784231676234,6.13693425644518,0.997726794131778,1.06404206726525
"MEF","FC-PT63","IFNG",0,"ng/mL",135317.703125,26.8210575141561,2411.7801,1.63666171574167,1.31072602874912,1.7728381487248,0.927987287699642,0.747790302511668,0.988449311300666
"BJ","FC-PT79","OSM",0,"ng/mL",143604.59375,26.8227007324203,2412.2234,1.37984516283702,2.17054723144654,0.924698800390722,0.629249927297986,1.01846149295372,0.426458020229639
"MEF","FC-PT63","IFNG",10,"ng/mL",135326.25,26.8228469433601,2412.2628,27.206294761227,1.55069167037295,0.162164139489749,15.4290581009816,0.884871629674441,0.0904330229917075
"MEF","FC-PT63","IFNG",0,"ng/mL",135328.953125,26.8234128871485,2412.4155,1.05406214416602,2.10654641011503,0.800393686986846,0.59781075270202,1.20213527040474,0.446378606394356
"MEF","FC-PT63","IFNG",0,"ng/mL",135329.390625,26.8235044849871,2412.4403,1.44351739625389,2.18354006878107,1.49527486185445,0.818698496316766,1.24608577475479,0.83392158314162
"MEF","FC-PT63","IFNG",10,"ng/mL",135334.34375,26.824541503374,2412.7201,18.6159763099847,0.91957353071383,1.18061001515345,10.5593735974432,0.524835981724379,0.658507934992861
"MEF","FC-PT63","IFNG",0,"ng/mL",135335.703125,26.824826110944,2412.7969,1.87215436912898,2.76415664544935,1.44743071485961,1.06195916627041,1.57766072725425,0.807358008722945
"MEF","FC-PT63","IFNG",0,"ng/mL",135339.296875,26.825578521761,2412.9999,1.08953115631637,2.04447488506962,1.91888468379378,0.618076673861102,1.1669957688039,1.07041894658514
"BJ","FC-PT79","OSM",0,"ng/mL",143626.609375,26.8270741232467,2413.4035,2.93917797386389,4.25944555656209,4.76258239549885,1.34100721698319,1.99958954114014,2.19751023590691
"MEF","FC-PT63","IFNG",0,"ng/mL",135346.953125,26.8271814839364,2413.4325,2.24749191672721,3.3039260185342,2.11438310122943,1.27520113647726,1.8862344321984,1.17968604816513
"MEF","FC-PT63","IFNG",0,"ng/mL",135347.390625,26.827273081775,2413.4572,3.43233884491226,1.54012805836368,1.13242931509127,1.94748962536629,0.879278860577087,0.631827191107977
"MEF","FC-PT63","IFNG",0,"ng/mL",135361.34375,26.8301943985558,2414.2457,1.22345221436888,2.78631300383688,1.98686460114607,0.694406654099385,1.59126153906684,1.10891267124956
"MEF","FC-PT63","IFNG",0,"ng/mL",135367.640625,26.8315127531613,2414.6016,1.29281972515791,1.43148347110999,1.37100388465462,0.733886416943835,0.817639792587784,0.765300111617796
"BJ","FC-PT79","OSM",0,"ng/mL",143650.03125,26.8317268648002,2414.6594,2.45366539183409,1.85659651279427,1.69402830565908,1.12007346786503,0.872029660840877,0.782050879597292
"MEF","FC-PT63","IFNG",10,"ng/mL",135373.046875,26.8326446407382,2414.9072,47.0112855064908,1.15080901247396,0.660768210036208,26.689962845469,0.657406355482769,0.36889026490234
"BJ","FC-PT79","OSM",10,"ng/mL",143659.265625,26.8335612679076,2415.1547,13.52062637388,2.04112485847089,2.17602913742836,6.1732953927658,0.95889791185746,1.00477339426825
"MEF","FC-PT63","IFNG",0,"ng/mL",135393.296875,26.8368843121246,2416.0521,1.43394097385481,2.51837792906795,1.35495303008464,0.814484765914415,1.43932012334568,0.756794806363578
"BJ","FC-PT79","OSM",10,"ng/mL",143684.828125,26.8386392433455,2416.5261,12.1635823738792,2.46525170140961,3.03092851026474,5.55684500417304,1.15880565017139,1.40031470417425
"MEF","FC-PT63","IFNG",10,"ng/mL",135410.390625,26.8404631705325,2417.0188,36.7808601115136,1.48109616674,2.19269843093654,20.9000490438502,0.846824635692543,1.225198740063
"MEF","FC-PT63","IFNG",10,"ng/mL",135410.84375,26.8405580397225,2417.0444,23.9064765839219,0.634995746699346,0.745284758787624,13.584560654402,0.363066051577641,0.416441953876332
"MEF","FC-PT63","IFNG",10,"ng/mL",135413.546875,26.8411239835109,2417.1973,29.1248255861275,1.35280614550215,1.78449159601983,16.5508700815763,0.773531253637337,0.997181504561139
"MEF","FC-PT63","IFNG",0,"ng/mL",135414.453125,26.8413137218909,2417.2486,4.14356843337034,3.75080714290079,1.22490806812634,2.35473060853708,2.14474789054956,0.684498372483973
"BJ","FC-PT79","OSM",10,"ng/mL",143699.734375,26.841600361052,2417.326,7.42697170372809,1.63479901804505,1.91625239743857,3.39408164425815,0.768700985979272,0.885617929977974
"MEF","FC-PT63","IFNG",0,"ng/mL",135419.390625,26.8423474689264,2417.5279,1.76956294812675,4.37642662910173,1.97445452466176,1.00573347851918,2.50277232689555,1.10348450109962
"MEF","FC-PT63","IFNG",10,"ng/mL",135422.546875,26.8430082819048,2417.7065,55.2948326345509,1.49986462615067,0.476500735457739,31.429214130508,0.8577995977003,0.266326732364681
"MEF","FC-PT63","IFNG",0,"ng/mL",135436.046875,26.8458347294957,2418.4703,1.39356406320522,0.350939155948241,1.68708039398379,0.792342757675366,0.200771832627588,0.943244201426292
"MEF","FC-PT63","IFNG",10,"ng/mL",135437.84375,26.8462109349042,2418.5719,33.4980038486987,1.08625445444208,1.08400852621842,19.0468572438551,0.621470861141031,0.606093055736824
"MEF","FC-PT63","IFNG",0,"ng/mL",135443.703125,26.8474376916711,2418.9035,1.2624689744611,2.48409554977213,1.66171378390492,0.71793421759708,1.42140237674859,0.929228181448068
"BJ","FC-PT79","OSM",10,"ng/mL",143730.96875,26.8478050510889,2419.0028,2.29187840892008,0.339411062054913,1.67763689971662,1.04810124496371,0.159705624183173,0.775876873537272
"MEF","FC-PT63","IFNG",0,"ng/mL",135456.296875,26.8500744008821,2419.6163,3.0559050745337,0.587038174152563,1.51242149238064,1.73832812589455,0.336002913148184,0.845993349683166
"MEF","FC-PT63","IFNG",10,"ng/mL",135456.75,26.8501692700721,2419.6419,29.4516521359929,1.15689263488293,1.3341928968401,16.753523320745,0.662177393838945,0.746306678172585
"MEF","FC-PT63","IFNG",0,"ng/mL",135461.25,26.851111419269,2419.8966,1.87520462753294,1.16538535935829,2.65692635581314,1.06681931804179,0.667108638951593,1.48635974045454
"BJ","FC-PT79","OSM",0,"ng/mL",143762.21875,26.8540128450228,2420.6812,1.49184781744889,1.54747493491752,1.71714210612576,0.68271180598281,0.72865016458029,0.794698331403259
"MEF","FC-PT63","IFNG",0,"ng/mL",135477,26.8544089414584,2420.7883,1.71519297561222,1.81899750480155,1.03491312052808,0.976146939499969,1.04164351066323,0.579173005635433
"BJ","FC-PT79","OSM",0,"ng/mL",143764.34375,26.8544349750103,2420.7953,1.70572982972869,1.65166177627587,1.70629779932636,0.780627064814806,0.777744650172089,0.789716776797446
"MEF","FC-PT63","IFNG",0,"ng/mL",135479.25,26.8548800160569,2420.9157,2.1631008640481,0.592244028460647,0.810759639492396,1.23112410175122,0.339164629758046,0.453752880537791
"MEF","FC-PT63","IFNG",0,"ng/mL",135503.546875,26.8599669674502,2422.2917,1.63010358949501,2.04667678695022,1.45082941669205,0.928297200413159,1.17275124468641,0.812438322889052
"MEF","FC-PT63","IFNG",0,"ng/mL",135512.546875,26.8618512658441,2422.8015,1.49749001871445,1.32156435383995,1.19591429686509,0.852957055812422,0.757419265466979,0.669831394793897
"MEF","FC-PT63","IFNG",10,"ng/mL",135517.5,26.8628882842311,2423.0821,21.1645201328602,1.21800673109594,0.829224995968807,12.0565194562614,0.698148831216095,0.46450257032603
"MEF","FC-PT63","IFNG",0,"ng/mL",135517.5,26.8628882842311,2423.0821,1.40024089459558,1.06173237750893,1.57094247748845,0.797657186799772,0.608573991832695,0.87998652015451
"MEF","FC-PT63","IFNG",10,"ng/mL",135519.75,26.8633593588296,2423.2096,8.16741723192816,0.569336255034727,2.17913616569213,4.65287214476813,0.326354810628975,1.22073938510866
"MEF","FC-PT63","IFNG",0,"ng/mL",135525.59375,26.8645828442451,2423.5407,0.966161772431533,2.32129183738948,1.61382023262845,0.550485093651079,1.33079223859946,0.904176219760441
"MEF","FC-PT63","IFNG",10,"ng/mL",135526.953125,26.864867451815,2423.6177,56.5452700911063,2.42734974097794,4.21127929961968,32.2185354025349,1.39163924831924,2.35953143901247
"BJ","FC-PT79","OSM",10,"ng/mL",143828.953125,26.8672695889686,2424.2679,10.9736541247952,1.30982848037905,1.65212451716112,5.02929570288899,0.617664849682707,0.76574091555629
"BJ","FC-PT79","OSM",10,"ng/mL",143831.078125,26.8676917189561,2424.3822,13.221112843052,2.60544323612378,2.08062099650305,6.05960605977519,1.22868497986794,0.964389625370798
"BJ","FC-PT79","OSM",10,"ng/mL",143845.28125,26.870513161299,2425.146,9.56743235573534,2.09971510279405,1.68145331359353,4.38640352838094,0.990503713591552,0.779616763640797
"BJ","FC-PT79","OSM",10,"ng/mL",143853.8125,26.872207889043,2425.6049,10.0391454842065,2.09414197453077,1.80457315459051,4.60354191505677,0.988061619537691,0.836860404143461
"MEF","FC-PT63","IFNG",10,"ng/mL",135565.203125,26.8728757199892,2425.7858,29.6290230077055,1.31548548780032,0.732738094638503,16.8972168093259,0.754863990242513,0.410912003101144
"MEF","FC-PT63","IFNG",0,"ng/mL",135579.59375,26.8758886346087,2426.6018,1.14860033337759,1.79884684128242,0.893005777069851,0.655258780615253,1.03257807876484,0.500956932672847
"MEF","FC-PT63","IFNG",10,"ng/mL",135581.84375,26.8763597092071,2426.7294,24.3090235328046,0.988360284058899,1.20049763772686,13.8686523476914,0.567370609170926,0.673488630763267
"MEF","FC-PT63","IFNG",10,"ng/mL",135585.453125,26.8771153913755,2426.9341,36.0556790018626,0.892962560473732,1.3392381118714,20.5720257069843,0.512650555006371,0.751386505350057
"MEF","FC-PT63","IFNG",0,"ng/mL",135588.59375,26.8777729330026,2427.1122,1.05215094671393,1.35036916633475,1.69993392310001,0.600362143410826,0.775304962515962,0.953826756714115
"BJ","FC-PT79","OSM",0,"ng/mL",143890.015625,26.8793996183153,2427.5529,2.23720015624141,1.05563437611893,1.77954857351782,1.02671246837142,0.498471202733199,0.825918160329417
"BJ","FC-PT79","OSM",10,"ng/mL",143894.984375,26.8803866575508,2427.8204,8.18203842843405,1.78994379530812,2.95328154122362,3.75537545777279,0.845305699588904,1.3708182365825
"BJ","FC-PT79","OSM",10,"ng/mL",143897.109375,26.8808087875383,2427.9347,6.49031571263255,1.24748632586661,2.57990531873207,2.97905223050313,0.589156458212382,1.19756538950062
"MEF","FC-PT63","IFNG",0,"ng/mL",135613.796875,26.8830496227759,2428.542,1.06692910961964,1.21704063607338,1.60025105619656,0.60915326872759,0.699166957653612,0.898424007371057
"BJ","FC-PT79","OSM",10,"ng/mL",143912.03125,26.8837730091418,2428.738,9.81220399776325,1.92528985870163,0.830504473802908,4.50528769533474,0.90956687951023,0.385639144058444
"BJ","FC-PT79","OSM",10,"ng/mL",143922.671875,26.8858867629762,2429.311,6.00388123301113,1.54314106243741,0.8789966421108,2.7573411472857,0.729199884590728,0.408252449185945
"MEF","FC-PT63","IFNG",0,"ng/mL",135634.5,26.8873841633522,2429.7169,1.84747445904314,2.32495359553663,1.22950510277352,1.0553086876671,1.33628828527541,0.690611199959483
"MEF","FC-PT63","IFNG",10,"ng/mL",135638.546875,26.8882314433592,2429.9466,59.1939066342575,2.45971914681021,0.892802118177541,33.8157581516212,1.4138796674716,0.501533040231105
"BJ","FC-PT79","OSM",0,"ng/mL",143947.53125,26.8908250630506,2430.6498,1.98873153373444,2.68137650346936,1.93899688881447,0.91384774436014,1.26776289826588,0.901068836841466
"BJ","FC-PT79","OSM",10,"ng/mL",143957.46875,26.8927991415216,2431.1852,7.19447128499595,1.04782698787371,1.79118577825544,3.3066803862871,0.495524885653026,0.832563067712238
