"cell_type","replicate","stim_type","stim_level","stim_unit","FSC.A","diameter","volume","phospho_STAT","total_STAT","receptor","whole_cell_phospho_STAT","whole_cell_total_STAT","whole_cell_receptor"
"BJ","FC-PT79","OSM",10,"ng/mL",97560.390625,17.6760471372397,690.3439,25.5751621185266,5.01479490489474,3.31237215571433,3.33779130949932,0.673405275537295,0.437182815949502
"BJ","FC-PT79","OSM",10,"ng/mL",97668.3046875,17.6974842016419,692.8586,19.5070245936669,5.39720318235098,4.37674283911927,2.55511785019779,0.727396532510037,0.579767822368156
"BJ","FC-PT79","OSM",10,"ng/mL",97674.6953125,17.6987536955013,693.0077,35.2743593534609,6.60971590895345,5.63341719539826,4.62138858749277,0.891002044077609,0.746394518510785
"BJ","FC-PT79","OSM",10,"ng/mL",97708.0703125,17.7053836194227,693.7868,24.5839968524244,5.49209970196259,2.50795799765517,3.22443641251736,0.741177611258086,0.332663197568948
"BJ","FC-PT79","OSM",10,"ng/mL",97911.125,17.7457203124565,698.5394,17.9004631537541,2.95677662511045,2.747405053371,2.36390743902655,0.40176053138975,0.366920575236603
"BJ","FC-PT79","OSM",10,"ng/mL",97962.25,17.7558762633324,699.7394,41.6389306955389,8.52955947289608,7.14563044801503,5.50821887296957,1.16096940973415,0.95595037165652
"BJ","FC-PT79","OSM",0,"ng/mL",98018.3359375,17.7670177014952,701.0575,7.70607091344104,4.42992762788313,5.49804149581537,1.0213202280162,0.60409900124964,0.73691961962294
"BJ","FC-PT79","OSM",0,"ng/mL",98089.3359375,17.7811218093129,702.7284,6.94560383161131,4.80924920200512,5.04015876990949,0.922726101906542,0.657389304170815,0.677158273354177
"BJ","FC-PT79","OSM",10,"ng/mL",98168.859375,17.7969190929262,704.603,17.8030334726971,4.84444456499863,3.65598494173333,2.37144899803594,0.663966740718604,0.492501267341531
"BJ","FC-PT79","OSM",10,"ng/mL",98200.8046875,17.8032650102751,705.357,23.7957908927389,2.88500057662016,4.82023723846078,3.17310480746359,0.395833668848159,0.650033681687532
"BJ","FC-PT79","OSM",10,"ng/mL",98427.296875,17.8482575487593,710.7183,16.0695698544076,3.5693737864165,1.63425341100804,2.15912130315504,0.493454796351695,0.222062571314818
"BJ","FC-PT79","OSM",10,"ng/mL",98428.0078125,17.8483987760713,710.7352,27.3367314159191,5.2258805263774,2.62914669089059,3.67307421386264,0.722478867261258,0.357257297726607
"BJ","FC-PT79","OSM",0,"ng/mL",98579.234375,17.8784398428658,714.33,3.89401457862405,4.12601206140316,3.0557334328671,0.525861959511362,0.573306980453435,0.417323481435961
"BJ","FC-PT79","OSM",10,"ng/mL",98628.2265625,17.8881721118056,715.4971,16.4343649780977,5.47032076106044,2.77012053521541,2.22298277749105,0.761339771148761,0.378935253390054
"BJ","FC-PT79","OSM",10,"ng/mL",98645.265625,17.8915569114481,715.9034,20.3947670688303,6.05021633344504,4.2899938012448,2.76025030833353,0.842525735258731,0.587177703160102
"BJ","FC-PT79","OSM",10,"ng/mL",98676.5078125,17.8977631534334,716.6486,33.5545519889266,6.40863315320045,5.14063623557752,4.54603729123582,0.893366196961562,0.704338772490883
"BJ","FC-PT79","OSM",10,"ng/mL",98707.75,17.9039693954188,717.3944,26.0234439115444,6.44796989928821,6.54762082949485,3.52937694814716,0.899785168781369,0.898048868496432
"BJ","FC-PT79","OSM",10,"ng/mL",98734.015625,17.9091870462203,718.0218,28.2183304660321,4.13131870419872,3.68945990373999,3.83040096257059,0.5770111110772,0.506476024003061
"BJ","FC-PT79","OSM",10,"ng/mL",98753.1875,17.9129955277987,718.48,33.6413000097093,5.85075920936472,4.17211656892451,4.56943754643912,0.81768259773224,0.573098911562373
"BJ","FC-PT79","OSM",10,"ng/mL",98796.5,17.921599530191,719.5158,31.7203733625781,4.98746178237882,6.46292201682784,4.31473291921438,0.698035905994497,0.88905313341618
"BJ","FC-PT79","OSM",0,"ng/mL",98840.515625,17.9303432079469,720.5694,6.81408898157608,5.2748393266247,8.23731400462472,0.928237069746252,0.739337777075576,1.13480150450802
"BJ","FC-PT79","OSM",10,"ng/mL",98856.84375,17.9335867802773,720.9605,10.5861518989759,4.02728596175295,4.68245738369409,1.44286229678386,0.564783221425933,0.645422008973722
"BJ","FC-PT79","OSM",10,"ng/mL",98976.8359375,17.9574231570349,723.8391,37.2282262903974,5.27748866207842,3.05255207949444,5.09436052552918,0.743065665670413,0.422438592775808
"BJ","FC-PT79","OSM",0,"ng/mL",98979.6796875,17.9579880662829,723.9075,5.89171245160658,5.75799011258446,8.56145269117873,0.806306036772563,0.810796448418087,1.18491992792821
"BJ","FC-PT79","OSM",0,"ng/mL",99108.8984375,17.9836572941995,727.0162,4.58070590118386,3.15856172146796,4.60181442139986,0.629581256671668,0.446674647028621,0.639634168534847
"BJ","FC-PT79","OSM",10,"ng/mL",99124.515625,17.9867596392179,727.3925,49.967662436825,6.46844032603726,4.77515825337188,6.87120877410969,0.915221558339787,0.664071824272508
"BJ","FC-PT79","OSM",10,"ng/mL",99160.015625,17.9938116931268,728.2484,10.5827018941821,2.7352450681385,1.36353363038437,1.45697263284208,0.387466026923039,0.18984705266161
"BJ","FC-PT79","OSM",0,"ng/mL",99222.5,18.0062241770976,729.7565,5.11333942895519,6.10982604765929,4.05131534960604,0.705436435614517,0.867290649900237,0.565239479225837
"BJ","FC-PT79","OSM",10,"ng/mL",99226.046875,18.0069287617091,729.8422,16.035321533597,4.03408801501975,3.8107313967224,2.2124931569611,0.572706598682559,0.531735646201849
"BJ","FC-PT79","OSM",0,"ng/mL",99286.3984375,18.0189175637439,731.3009,2.74764017063715,5.12709116943165,1.87801871981876,0.379866729411689,0.729331539434358,0.262575675238753
"BJ","FC-PT79","OSM",0,"ng/mL",99406.390625,18.0427539405015,734.207,2.25723907152912,4.21568426386537,2.53770148041434,0.313307919258287,0.602066473957906,0.356219360768944
"BJ","FC-PT79","OSM",0,"ng/mL",99508.625,18.0630627383561,736.689,7.78501784188425,9.96088764031438,5.89689211191783,1.08422418342437,1.42738153118245,0.830550097239495
"BJ","FC-PT79","OSM",10,"ng/mL",99597.375,18.0806928731283,738.8482,34.6869344411665,5.49349041794551,3.07545879028033,4.84502956638535,0.789516912646963,0.434433790764393
"BJ","FC-PT79","OSM",10,"ng/mL",99613.703125,18.0839364454588,739.2459,23.4855400765962,4.79964872160579,4.76613754448066,3.28219794154367,0.690170233375112,0.673618431878692
"BJ","FC-PT79","OSM",10,"ng/mL",99664.1171875,18.0939511690226,740.4748,19.5538854876891,4.03979085574919,2.46251898243815,2.73727633747727,0.581871400356322,0.348616819337182
"BJ","FC-PT79","OSM",10,"ng/mL",99673.34375,18.0957840201816,740.6998,13.5740496011744,3.19106802111214,4.29381300152585,1.90075854571123,0.459765242135278,0.608056338807953
"BJ","FC-PT79","OSM",0,"ng/mL",99783.3984375,18.1176463184682,743.3877,7.76304074128475,3.05445031543432,3.58782767540533,1.0909944189978,0.441678524132299,0.509923952874044
"BJ","FC-PT79","OSM",10,"ng/mL",99867.1796875,18.1342894140049,745.4382,45.8285088997869,5.95675346022713,1.84534363316662,6.45836616123516,0.863732212921191,0.262994920954105
"BJ","FC-PT79","OSM",0,"ng/mL",99912.6171875,18.1433155463848,746.5518,9.220652436276,6.73793459929535,3.16842980753774,1.301358315361,0.978463399225706,0.452233263696267
"BJ","FC-PT79","OSM",0,"ng/mL",99960.8984375,18.1529065880126,747.7364,5.93813087506449,4.58653205520345,4.90885985844317,0.839408920823895,0.667099787938979,0.701758404522631
"BJ","FC-PT79","OSM",10,"ng/mL",100024.0859375,18.1654587473469,749.2886,31.5443601811826,3.23812769521796,3.35828782044829,4.46833926993268,0.471955381966902,0.48108908716641
"BJ","FC-PT79","OSM",0,"ng/mL",100166.0859375,18.1936669629824,752.7846,5.24701488282334,4.22176131655541,3.84112457080084,0.746720913015707,0.618190389149462,0.55282488474663
"BJ","FC-PT79","OSM",10,"ng/mL",100171.0546875,18.1946540022179,752.9071,30.0380530340376,7.01479989470512,2.45949004262473,4.27551529956944,1.02734077640204,0.354033963697597
"BJ","FC-PT79","OSM",10,"ng/mL",100218.625,18.2041038165337,754.0809,38.1966756308616,9.20862330175888,4.17306722642812,5.44526223983788,1.35073606279241,0.601633191692029
"BJ","FC-PT79","OSM",0,"ng/mL",100389.0234375,18.2379533649067,758.2952,5.74200317210404,7.02373927346428,4.56947547772978,0.823146294547626,1.03601140288706,0.662465283617178
"BJ","FC-PT79","OSM",10,"ng/mL",100432.3359375,18.246557367299,759.3689,16.949819869014,5.1493163617692,3.74375182836011,2.43328616200778,0.760606842436525,0.543523498039333
"BJ","FC-PT79","OSM",0,"ng/mL",100587.1171875,18.2773045706535,763.2142,1.68955988343923,4.37409094479298,4.95243589023001,0.243778456945213,0.649369815122136,0.72264295056106
"BJ","FC-PT79","OSM",10,"ng/mL",100605.578125,18.2809718249199,763.6737,10.3302072019188,1.89179339631282,2.21152839192784,1.49139320287177,0.281021395555428,0.322893141012842
"BJ","FC-PT79","OSM",10,"ng/mL",100711.3671875,18.3019867593346,766.3104,30.8550131843288,5.1877448205423,3.85492899867808,4.46998173433706,0.77328782382854,0.564780338374082
"BJ","FC-PT79","OSM",10,"ng/mL",100749,18.3094624951794,767.2498,20.0687983469957,4.75285465556878,0.789299696119598,2.91094128473404,0.709331365710063,0.115780970514479
"BJ","FC-PT79","OSM",0,"ng/mL",100803.6640625,18.3203214787183,768.6158,4.80749732224,3.83234522190265,3.61716012697795,0.698559899096496,0.572969861417313,0.531539457420717
"BJ","FC-PT79","OSM",10,"ng/mL",100952.765625,18.3499404155252,772.3497,23.0968544120117,3.99315626675503,7.01095618212759,3.37242353592061,0.599912809185225,1.03526063631325
"BJ","FC-PT79","OSM",10,"ng/mL",100985.4296875,18.3564291121346,773.1693,23.0178827149189,3.34533609986772,2.53591207786051,3.3644592044124,0.503120722185978,0.374858410713463
"BJ","FC-PT79","OSM",0,"ng/mL",100988.9765625,18.3571336967461,773.2584,4.6795370123789,4.39955880751871,3.93002191227103,0.684073592670718,0.661746450331401,0.581002611518139
"BJ","FC-PT79","OSM",10,"ng/mL",101080.5703125,18.3753287407663,775.5599,29.9593831051639,4.96229771438535,7.19409414593998,4.39261868932691,0.74861066343195,1.06671875047589
"BJ","FC-PT79","OSM",0,"ng/mL",101124.5859375,18.3840724185222,776.6676,5.57796649556578,5.3933596823696,5.39262881676104,0.819004677376633,0.814802624551514,0.800744902205199
"BJ","FC-PT79","OSM",10,"ng/mL",101143.046875,18.3877396727886,777.1325,27.0284584245466,6.86438209211664,4.36294138125539,3.97092459805209,1.03765830919779,0.64823565643949
"BJ","FC-PT79","OSM",0,"ng/mL",101149.4375,18.3890091666481,777.2934,3.09932035718473,5.92150908516514,4.53163193614585,0.455435355045831,0.895313693254074,0.673438707757029
"BJ","FC-PT79","OSM",10,"ng/mL",101189.1953125,18.3969070324804,778.2954,13.593551615762,3.21098112973654,1.76731415532115,2.00010454502048,0.48611616567945,0.262976345440859
"BJ","FC-PT79","OSM",10,"ng/mL",101201.265625,18.3993047928874,778.5997,23.3729139827614,4.0655228122861,2.98127217056017,3.44034808359117,0.61572740122776,0.443786742613979
"BJ","FC-PT79","OSM",10,"ng/mL",101385.8671875,18.4359757836033,783.2644,20.7645771032786,1.93938544355336,3.18694340530165,3.07472848347993,0.295481548484454,0.47724480026604
"BJ","FC-PT79","OSM",0,"ng/mL",101398.6484375,18.4385147713222,783.5881,9.16394429959852,7.12953954142743,9.25155738493626,1.35751790130869,1.0866937285295,1.38599334532238
"BJ","FC-PT79","OSM",10,"ng/mL",101412.84375,18.4413346617167,783.9476,22.4495991398926,4.08083487774091,2.44895436066325,3.32713879323979,0.622291550214654,0.367050814914701
"BJ","FC-PT79","OSM",10,"ng/mL",101415.6875,18.4418995709647,784.0197,19.6810271454841,3.92273353692387,3.90661842148352,2.91709134141662,0.598237496604745,0.585580269331071
"BJ","FC-PT79","OSM",10,"ng/mL",101436.2734375,18.4459889552186,784.5414,26.8475975810895,6.25817778702751,5.67661986146117,3.98195720434729,0.955040105661933,0.851459792592932
"BJ","FC-PT79","OSM",10,"ng/mL",101444.0859375,18.4475409037021,784.7394,29.8365245381146,5.53326460118253,2.00598268213959,4.42638294895029,0.844626578455417,0.300961611500559
"BJ","FC-PT79","OSM",0,"ng/mL",101601.703125,18.4788514643561,788.7419,6.61092687622812,9.54236448594405,5.02963487598833,0.985763102334312,1.46402590088371,0.758455032346271
