"cell_type","replicate","stim_type","stim_level","stim_unit","time","merged_nuclei","nuclearity","response"
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.0134
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.2436
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.6965
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.9882
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",18.7938
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.1705
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.9786
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.5258
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.1887
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.5603
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.7012
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.8983
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.0705
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5795
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.0724
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.0378
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.744
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.1276
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5658
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.9773
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.5046
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.964
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.4052
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.2245
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.3104
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.3432
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.5522
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.036
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.9086
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.9376
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.0981
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",13.8784
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.4259
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.1378
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",1.6932
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.7648
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.6092
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.9791
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.2817
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.9499
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.8668
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.6811
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.1991
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.009
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.1727
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.5341
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.9822
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",1.6921
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.5305
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.2986
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.9164
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.1041
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",1.8001
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.8464
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.6605
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.4644
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5517
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.2506
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.038
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.3548
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.7929
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.2024
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.2975
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.1648
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.0182
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.3862
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.6727
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.4721
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.0286
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.7175
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.993
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.2008
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.8654
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",1.1838
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.3897
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.1494
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.9778
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.3475
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.4254
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.2548
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.2401
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.9532
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.5516
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.84
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.1648
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.1261
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.4137
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.7775
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.1058
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.2556
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.9702
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.0675
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.6048
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.8615
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.5047
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.2603
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.771
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.7456
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.2353
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.8592
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",19.5118
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.9192
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5449
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.203
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.9179
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.8456
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.4708
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.0249
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.676
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",11.7952
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.276
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.7251
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.9001
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.9555
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.954
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.5842
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.235
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.0656
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.3691
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.7953
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.8949
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.4258
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.835
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.4457
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.763
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.2929
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.9948
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.5286
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.54
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.2632
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.0239
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.0244
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",11.0724
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.9525
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.8182
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.653
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.8324
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.9912
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.8935
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.3446
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.053
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.1131
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.524
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.4234
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.5401
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.5861
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.3748
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.3213
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.7656
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.0967
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.3265
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.3174
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.9149
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.8737
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.9259
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.1195
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.7225
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.5924
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5497
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.1938
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.9622
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.9276
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.1144
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",1.5765
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.9515
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.0036
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.1454
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.881
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.9204
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.7274
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.3096
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.5012
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.0095
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.8949
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.6321
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.0072
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.8827
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.8574
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5772
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.2671
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.6298
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.0509
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.1346
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.0081
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",1.8601
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.8728
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.9941
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.7152
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.4112
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.1316
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.464
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.773
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.2273
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.1398
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.627
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.372
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",1.9006
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.2375
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.3789
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.1506
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.1572
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.6606
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.5437
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.5393
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.919
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.8661
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.6415
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.007
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5585
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.3108
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.2849
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.14
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.9601
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.1964
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.9284
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.3616
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.1336
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.9506
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.6224
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.7007
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.0951
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",12.5415
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.2343
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.9768
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.25
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.0505
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.4257
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.644
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.4717
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",13.7151
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",11.5464
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",17.0352
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.3472
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.2167
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.237
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.8746
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.7282
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",1.8674
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",1.9994
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.9137
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.8594
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.1658
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.2867
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.8829
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.0875
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.3096
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.5634
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.1119
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.9682
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.9931
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.6746
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.748
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.1588
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.2338
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.2315
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.7169
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.443
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.7388
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.7268
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.5767
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.4344
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.6544
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",12.6611
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5107
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.1645
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.2932
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5682
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.0261
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.6947
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.3969
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.9994
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.4493
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.7714
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.5441
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.6261
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.7524
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.2995
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",2.8083
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.2135
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.3987
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.2184
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.8608
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.3833
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",19.3417
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",11.6856
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.9894
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",25.4107
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.9042
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.3995
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.2585
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.6149
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.3959
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.9298
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.6592
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5003
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",15.2709
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.8436
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.433
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5124
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.9258
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.7681
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.605
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.243
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.0067
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.5461
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.8694
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.021
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.4317
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.7755
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.3009
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.5198
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",8.6815
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",5.8155
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.3479
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.2383
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",4.3031
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.1314
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.8103
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.0712
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.7033
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.5025
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.1709
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",14.1832
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.7414
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",11.6842
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",33.8177
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.0958
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",6.3952
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.7393
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.2716
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",11.6188
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.3662
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.8715
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",28.1466
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",10.0936
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",13.8496
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.1733
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.69
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",7.6906
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",3.2053
"MEF","PT101","IFNG",10,"ng/ml",90,NA,"single-nuclear",9.2438
