"cell_type","replicate","stim_type","stim_level","stim_unit","time","merged_nuclei","nuclearity","response"
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",4.7747
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5153
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.8818
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.3881
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6825
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.3124
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.2579
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9061
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9285
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.2689
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.4757
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.7935
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.4972
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.7042
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.421
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8078
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1602
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.7819
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1784
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5847
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.0921
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.2712
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.8533
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5824
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.9805
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6582
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.2552
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5078
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.7855
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.7412
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.7489
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.7887
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6024
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.6577
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6743
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",8.2261
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.3186
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1945
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.3952
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9473
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",4.1676
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.774
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6382
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.716
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.7359
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5127
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.5932
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.0691
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.937
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6518
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.0252
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9193
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1519
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6316
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.7956
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.7002
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.0866
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.8347
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",7.6528
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.4774
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",8.1544
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6328
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.3328
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1464
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1872
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.737
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.9815
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.1024
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.282
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.613
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.9561
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.2393
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.321
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.8938
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8521
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.8225
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.4361
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8133
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.2459
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.2131
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.586
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5716
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.7605
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.4631
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",4.7797
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1672
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.2489
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",4.2771
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1225
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.0355
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8677
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1296
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.0361
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",5.3329
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.3717
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5808
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.2138
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",4.6073
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.662
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.1634
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1206
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.2398
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9938
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9768
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.6741
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.6991
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6228
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.3802
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.4386
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.6744
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.0954
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.067
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",4.2716
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6888
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.3571
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",8.5855
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8567
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.8737
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8433
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.7076
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.356
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.6189
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6812
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.4568
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6624
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5565
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.9707
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.1052
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.2722
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6314
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.2522
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.7758
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.485
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.7717
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6221
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.686
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.123
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",9.5682
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.9965
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.2373
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.3013
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9902
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9528
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6142
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.2236
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",9.8569
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.3273
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9755
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.3683
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.8089
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.892
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.8231
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1701
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.0194
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.0187
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8243
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.9348
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.3449
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",4.1644
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.4455
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.4938
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8127
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.6177
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.8455
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8008
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.9275
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.0421
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.0306
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.9601
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.7757
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",8.02
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.2937
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.3127
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.162
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6882
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.5419
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.4327
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.2554
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.7401
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6004
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",0.8929
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8391
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.6987
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.0347
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.3373
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1569
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.0003
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.8343
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.4088
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.7338
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8927
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5827
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.5682
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.016
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",2.9795
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.9533
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.9644
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.4625
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",4.9182
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",3.0799
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.1874
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",1.8336
"MEF","PT101","IFNG",0.1,"ng/ml",15,NA,"single-nuclear",4.9923
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.1249
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",4.7585
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.5383
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",5.1701
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.3206
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.9394
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.4444
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7671
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.043
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.9963
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.5558
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.184
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.7729
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.4878
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.1728
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.2906
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.0987
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7981
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7109
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.0089
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.8037
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.0048
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.1285
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.3243
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.1401
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.9886
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.1787
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.8906
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.174
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",4.5249
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.2534
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.273
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",5.0975
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.3313
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.1657
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.5974
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7625
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.327
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7649
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.1401
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7296
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",0.9556
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.8435
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.6377
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.3777
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",4.4293
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.3627
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.7836
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.0333
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7149
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.6496
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.608
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7897
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",0.742
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.9818
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",4.1675
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.5564
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.636
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.7599
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.8757
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.3265
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.3536
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.8227
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.2592
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",5.4286
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.2601
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.0346
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7432
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.596
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.6885
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.8689
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.9109
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.3273
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.9043
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.3824
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.0146
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.7143
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.1779
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.8819
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.9008
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.946
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.4753
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",8.8235
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7696
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.3289
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7288
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.0557
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.489
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.4615
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.6556
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.0512
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.9727
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.026
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.1031
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.8579
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.1522
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.8821
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.951
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.502
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.8121
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.273
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.8877
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.0123
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.9115
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.8214
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.1672
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.64
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.8082
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.1915
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",0.8504
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.3255
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.7577
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.2259
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.1188
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.2243
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.0477
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.5409
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.2581
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.5342
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",1.895
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",3.6914
"MEF","PT101","IFNG",0.1,"ng/ml",30,NA,"single-nuclear",2.4264
